-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,truncate,img,text-xs/sp14_2,w-auto,text-white,inline-block,text-shopee-primary,_container,_container_link
https://down-id.img.susercontent.com/file/196a904d2907a081bb5e6c723604c35b,,Sony xperia z5 au black mulus,Rp,1.900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Ogan Komering Ulu Timur,Cicilan,,,,,,,"Scrape to BigSeller
Sony xperia z5 au black mulus
Rp
1.900.000
Cicilan
5-10 Hari
Kab. Ogan Komering Ulu Timur",https://shopee.co.id/Sony-xperia-z5-au-black-mulus-i.59707320.1198248286?extraParams=%7B%22display_model_id%22%3A1335052375%2C%22model_selection_logic%22%3A3%7D&sp_atk=2ffa0708-571d-4d23-a0b1-34293cde933e&xptdk=2ffa0708-571d-4d23-a0b1-34293cde933e
https://down-id.img.susercontent.com/file/6f4c70e621bf4f3094e2a3d509fd5e48,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony x performance perawan  minus mines BACA deskripsi,Rp,212.900,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Sony x performance perawan minus mines BACA deskripsi
Rp
212.900
Besok
Tangerang Selatan",https://shopee.co.id/Sony-x-performance-perawan-minus-mines-BACA-deskripsi-i.231663531.10012578215?extraParams=%7B%22display_model_id%22%3A26412103139%2C%22model_selection_logic%22%3A3%7D&sp_atk=cb61adb5-0f50-4489-8fe6-a4e9a33f7473&xptdk=cb61adb5-0f50-4489-8fe6-a4e9a33f7473
https://down-id.img.susercontent.com/file/id-11134207-7qul2-lh4k9s9iz0hv19,,Sony xperia xz premium second seken bekas docomo single Sim original,Rp,1.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,12 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kulon Progo,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.4,,,,,"Scrape to BigSeller
Sony xperia xz premium second seken bekas docomo single Sim original
Rp
1.550.000
Cicilan
4.4
12 Terjual
2-3 Hari
Kab. Kulon Progo",https://shopee.co.id/Sony-xperia-xz-premium-second-seken-bekas-docomo-single-Sim-original-i.34341683.2376890643?extraParams=%7B%22display_model_id%22%3A32255993922%2C%22model_selection_logic%22%3A3%7D&sp_atk=d667c2c2-5ce1-4091-8070-89bd8856141e&xptdk=d667c2c2-5ce1-4091-8070-89bd8856141e
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m8kj2d3ldfrl0f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia ZR Minus Lcd,Rp,185.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Scrape to BigSeller
Sony Xperia ZR Minus Lcd
Rp
185.000
4-7 Hari
Makassar",https://shopee.co.id/Sony-Xperia-ZR-Minus-Lcd-i.1285062414.28433417313?extraParams=%7B%22display_model_id%22%3A205991790734%2C%22model_selection_logic%22%3A3%7D&sp_atk=3f79567c-060f-4117-b481-c211e3ca4850&xptdk=3f79567c-060f-4117-b481-c211e3ca4850
https://down-id.img.susercontent.com/file/dfff916689b1dfa2dcf933be7b08b34e,,sony xperia xz2 second -bekas rom sinyal aman original bergaransi,Rp,1.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,69 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kulon Progo,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.4,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
sony xperia xz2 second -bekas rom sinyal aman original bergaransi
Rp
1.300.000
Cicilan
4.4
69 Terjual
Besok
Kab. Kulon Progo",https://shopee.co.id/sony-xperia-xz2-second-bekas-rom-sinyal-aman-original-bergaransi-i.34341683.4756298336?extraParams=%7B%22display_model_id%22%3A61307005482%2C%22model_selection_logic%22%3A3%7D&sp_atk=72e6bc40-55df-4d36-8aed-74f771d682d9&xptdk=72e6bc40-55df-4d36-8aed-74f771d682d9
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lwdtx1fv3nct34,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Sony C4 4G minus lcd,Rp,150.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Scrape to BigSeller
Sony C4 4G minus lcd
Rp
150.000
4-7 Hari
Makassar",https://shopee.co.id/Sony-C4-4G-minus-lcd-i.1260960691.28702388435?extraParams=%7B%22display_model_id%22%3A232885774661%2C%22model_selection_logic%22%3A3%7D&sp_atk=b2ebb613-671c-44b3-ae31-37c20d1f79b4&xptdk=b2ebb613-671c-44b3-ae31-37c20d1f79b4
https://down-id.img.susercontent.com/file/id-11134207-822wl-mlncpfk3tnnle8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"SONY ERICSSON J20i , BAHAN / MINUS 01",Rp,120.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonosobo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.0,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Scrape to BigSeller
SONY ERICSSON J20i , BAHAN / MINUS 01
Rp
120.000
3.0
1 Terjual
2-3 Hari
Kab. Wonosobo",https://shopee.co.id/SONY-ERICSSON-J20i-BAHAN-MINUS-01-i.178509174.22979744273?extraParams=%7B%22display_model_id%22%3A222007382956%2C%22model_selection_logic%22%3A3%7D&sp_atk=9001b8e0-9007-41fd-90fe-6a96b406a2a5&xptdk=9001b8e0-9007-41fd-90fe-6a96b406a2a5
https://down-id.img.susercontent.com/file/fb2c5de707bac0f2a516640852ec5904,,Sony Xperia Z5 Compact Docomo RAM 2 32GB Seken Original,Rp,685.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Cicilan,,,,,,,"Scrape to BigSeller
Sony Xperia Z5 Compact Docomo RAM 2 32GB Seken Original
Rp
685.000
Cicilan
4-7 Hari
Jakarta Pusat",https://shopee.co.id/Sony-Xperia-Z5-Compact-Docomo-RAM-2-32GB-Seken-Original-i.90059973.2471021598?extraParams=%7B%22display_model_id%22%3A23327904241%2C%22model_selection_logic%22%3A3%7D&sp_atk=845c92cf-e343-44e8-b8e9-7dc19f2ce500&xptdk=845c92cf-e343-44e8-b8e9-7dc19f2ce500
https://down-id.img.susercontent.com/file/ae9572468b59609355e80c0b337b0c72,,Sony Xperia Z5 Compact Ram 2/32 Second,Rp,900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,Cicilan,,,,,,,"Scrape to BigSeller
Sony Xperia Z5 Compact Ram 2/32 Second
Rp
900.000
Cicilan
9 Terjual
5-10 Hari
Medan",https://shopee.co.id/Sony-Xperia-Z5-Compact-Ram-2-32-Second-i.99589426.1880348529?extraParams=%7B%22display_model_id%22%3A62745652781%2C%22model_selection_logic%22%3A3%7D&sp_atk=dd4512dd-dbe9-422a-a920-d8c20eb727d1&xptdk=dd4512dd-dbe9-422a-a920-d8c20eb727d1
https://down-id.img.susercontent.com/file/64ccbeb3aee3f50e0db88d11a9f1c224,,TERMURAH Sony Xperia XZ Ram 3/32 Second LKE NEW 99%,Rp,900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,Cicilan,,,,,,,"Scrape to BigSeller
TERMURAH Sony Xperia XZ Ram 3/32 Second LKE NEW 99%
Rp
900.000
Cicilan
4-7 Hari
Kab. Sleman",https://shopee.co.id/TERMURAH-Sony-Xperia-XZ-Ram-3-32-Second-LKE-NEW-99--i.151979669.5742269528?extraParams=%7B%22display_model_id%22%3A70293547961%2C%22model_selection_logic%22%3A3%7D&sp_atk=26124bbf-e5fa-43fa-a2b7-0d4d59c3a27f&xptdk=26124bbf-e5fa-43fa-a2b7-0d4d59c3a27f
https://down-id.img.susercontent.com/file/322ecef3b98344f8ebd0b0f3b51a91af,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,sony xperia z3 big Minus,Rp,299.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cilacap,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
sony xperia z3 big Minus
Rp
299.000
5.0
1 Terjual
Besok
Kab. Cilacap",https://shopee.co.id/sony-xperia-z3-big-Minus-i.174524797.4439520089?extraParams=%7B%22display_model_id%22%3A60087629781%2C%22model_selection_logic%22%3A3%7D&sp_atk=2cf37e1a-3809-48a9-96cf-0261f8f76982&xptdk=2cf37e1a-3809-48a9-96cf-0261f8f76982
https://down-id.img.susercontent.com/file/id-11134207-822wn-mmdcdq8kkavcf1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia 5 IV mulus normal all operator,Rp,3.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Scrape to BigSeller
Sony Xperia 5 IV mulus normal all operator
Rp
3.800.000
5.0
1 Terjual
Hari ini
Surabaya",https://shopee.co.id/Sony-Xperia-5-IV-mulus-normal-all-operator-i.824549596.46207884118?extraParams=%7B%22display_model_id%22%3A128462927212%2C%22model_selection_logic%22%3A3%7D&sp_atk=219ea73c-7636-4a99-ab0f-de9a2185695c&xptdk=219ea73c-7636-4a99-ab0f-de9a2185695c
https://down-id.img.susercontent.com/file/f5524231ffaca428b2bf8c18a4f44d0b,,Sony Xperia Z4 Compact original second simlock,Rp,495.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,,,,,,,"Scrape to BigSeller
Sony Xperia Z4 Compact original second simlock
Rp
495.000
4-7 Hari
Bekasi",https://shopee.co.id/Sony-Xperia-Z4-Compact-original-second-simlock-i.148738572.7409553982?extraParams=%7B%22display_model_id%22%3A62831152675%2C%22model_selection_logic%22%3A3%7D&sp_atk=2466e7b7-34a2-40f8-a0ba-82ae23ce5898&xptdk=2466e7b7-34a2-40f8-a0ba-82ae23ce5898
https://down-id.img.susercontent.com/file/3361c2049775a37185a9c88795e2112f,,Sony Xperia Z3 Plus/Z4 Second docomo,Rp,1.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,,,,,,,"Scrape to BigSeller
Sony Xperia Z3 Plus/Z4 Second docomo
Rp
1.100.000
9 Terjual
5-10 Hari
Medan",https://shopee.co.id/Sony-Xperia-Z3-Plus-Z4-Second-docomo-i.99589426.1897936669?extraParams=%7B%22display_model_id%22%3A32745695908%2C%22model_selection_logic%22%3A3%7D&sp_atk=c8ab7bbe-b2ad-4e37-a0a2-5b8d52fe7a0a&xptdk=c8ab7bbe-b2ad-4e37-a0a2-5b8d52fe7a0a
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m96y0ra2osk2a8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia Xz2 Compact 4/64 ALL OPERATOR Good Condition,Rp,1.470.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,19 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jepara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Scrape to BigSeller
Sony Xperia Xz2 Compact 4/64 ALL OPERATOR Good Condition
Rp
1.470.000
5.0
19 Terjual
Besok
Kab. Jepara",https://shopee.co.id/Sony-Xperia-Xz2-Compact-4-64-ALL-OPERATOR-Good-Condition-i.38916987.19170668282?extraParams=%7B%22display_model_id%22%3A280759499380%2C%22model_selection_logic%22%3A3%7D&sp_atk=581817a7-81f7-42f9-81f0-9ac3fa44a3b8&xptdk=581817a7-81f7-42f9-81f0-9ac3fa44a3b8
https://down-id.img.susercontent.com/file/id-11134207-7r98q-lykhsbvwhbgla3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,sony Xperia 8 4/64gb second Japan,Rp,1.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Scrape to BigSeller
sony Xperia 8 4/64gb second Japan
Rp
1.450.000
5.0
2 Terjual
Besok
Bekasi",https://shopee.co.id/sony-Xperia-8-4-64gb-second-Japan-i.43877791.26457053499?extraParams=%7B%22display_model_id%22%3A157406186809%2C%22model_selection_logic%22%3A3%7D&sp_atk=cab54a8e-1bee-4d4e-a506-46e6f5160eec&xptdk=cab54a8e-1bee-4d4e-a506-46e6f5160eec
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m9jqmyerhgrh47,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY XPERIA Z2 (D6503) HANDPHONE SECOND ANDROID NORMAL MURAH SIAP PAKAI,Rp,985.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Scrape to BigSeller
SONY XPERIA Z2 (D6503) HANDPHONE SECOND ANDROID NORMAL MURAH SIAP PAKAI
Rp
985.000
2-3 Hari
Bandung",https://shopee.co.id/SONY-XPERIA-Z2-(D6503)-HANDPHONE-SECOND-ANDROID-NORMAL-MURAH-SIAP-PAKAI-i.133421876.26486432997?extraParams=%7B%22display_model_id%22%3A280027769640%2C%22model_selection_logic%22%3A3%7D&sp_atk=251a06cd-1cb2-49a5-aa9e-3f60b2f7c9fb&xptdk=251a06cd-1cb2-49a5-aa9e-3f60b2f7c9fb
