-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,w-auto,text-white,truncate,img_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-ma93rcy9cqrp9e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY ERICSSON G700 BAHAN / MINUS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,130.000,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonosobo,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
SONY ERICSSON G700 BAHAN / MINUS
Rp
130.000
4.0
2 Terjual
2-3 Hari
Kab. Wonosobo",https://shopee.co.id/SONY-ERICSSON-G700-BAHAN-MINUS-i.178509174.25615512861?extraParams=%7B%22display_model_id%22%3A214932887468%2C%22model_selection_logic%22%3A3%7D&sp_atk=b52faff6-0a3e-47a5-9bf8-139573b46044&xptdk=b52faff6-0a3e-47a5-9bf8-139573b46044
https://down-id.img.susercontent.com/file/id-11134207-7r98q-lykhsbvwhbgla3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,sony Xperia 8 4/64gb second Japan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.450.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
sony Xperia 8 4/64gb second Japan
Rp
1.450.000
5.0
2 Terjual
Besok
Bekasi",https://shopee.co.id/sony-Xperia-8-4-64gb-second-Japan-i.43877791.26457053499?extraParams=%7B%22display_model_id%22%3A157406186809%2C%22model_selection_logic%22%3A3%7D&sp_atk=ca2959e8-3852-4775-97b4-a6ca82a65b56&xptdk=ca2959e8-3852-4775-97b4-a6ca82a65b56
https://down-id.img.susercontent.com/file/465b8d2abe9771bf8e6be0d9e0728723,,Sony z5 ram 3gb SOLDD,,Rp,700.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,,,Cicilan,,,,"Scrape to BigSeller
Sony z5 ram 3gb SOLDD
Rp
700.000
Cicilan
Kab. Bekasi",https://shopee.co.id/Sony-z5-ram-3gb-SOLDD-i.182570927.7242151213?extraParams=%7B%22display_model_id%22%3A70283348208%2C%22model_selection_logic%22%3A3%7D&sp_atk=28e6e993-1625-4c67-8093-dd1ea82d691f&xptdk=28e6e993-1625-4c67-8093-dd1ea82d691f
https://down-id.img.susercontent.com/file/5f9907370aeb3346cd10a8fa2b07d722,,"Sony Xperia Z2, Bekas, Fullset",,Rp,1.000.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,Cicilan,,,,"Scrape to BigSeller
Sony Xperia Z2, Bekas, Fullset
Rp
1.000.000
Cicilan
Jakarta Utara",https://shopee.co.id/Sony-Xperia-Z2-Bekas-Fullset-i.11841903.679962790?extraParams=%7B%22display_model_id%22%3A80405460571%2C%22model_selection_logic%22%3A3%7D&sp_atk=aebb2ddd-04b3-4921-b749-a4e2d41e9113&xptdk=aebb2ddd-04b3-4921-b749-a4e2d41e9113
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-m8kj2d3ldfrl0f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia ZR Minus Lcd,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,185.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,,,,,,"Scrape to BigSeller
Sony Xperia ZR Minus Lcd
Rp
185.000
4-7 Hari
Makassar",https://shopee.co.id/Sony-Xperia-ZR-Minus-Lcd-i.1285062414.28433417313?extraParams=%7B%22display_model_id%22%3A205991790734%2C%22model_selection_logic%22%3A3%7D&sp_atk=ca3f0354-7a5b-44f6-a108-e74a9b3cd4e2&xptdk=ca3f0354-7a5b-44f6-a108-e74a9b3cd4e2
https://down-id.img.susercontent.com/file/17690991782294af19f6adac08d2f422,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY XPERIA XZ 3GB / 32GB BEKAS BERGARANSI GOOD CONDITIONS,,Rp,1.450.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,Cicilan,,,,"Scrape to BigSeller
SONY XPERIA XZ 3GB / 32GB BEKAS BERGARANSI GOOD CONDITIONS
Rp
1.450.000
Cicilan
4-7 Hari
Jakarta Barat",https://shopee.co.id/SONY-XPERIA-XZ-3GB-32GB-BEKAS-BERGARANSI-GOOD-CONDITIONS-i.3257946.1790620332?extraParams=%7B%22display_model_id%22%3A3009613365%2C%22model_selection_logic%22%3A3%7D&sp_atk=50db336a-5486-4aa7-be98-39f22b8a9767&xptdk=50db336a-5486-4aa7-be98-39f22b8a9767
https://down-id.img.susercontent.com/file/b8ecefbb79cabcb951a93dc6c3eb29a1,,SONY Z3 BIG GROBAL  SECOND MULUS,,Rp,950.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Aceh Barat,,,Cicilan,,,,"Scrape to BigSeller
SONY Z3 BIG GROBAL SECOND MULUS
Rp
950.000
Cicilan
Kab. Aceh Barat",https://shopee.co.id/SONY-Z3-BIG-GROBAL-SECOND-MULUS-i.36270341.5525650234?extraParams=%7B%22display_model_id%22%3A62858914102%2C%22model_selection_logic%22%3A3%7D&sp_atk=565ab9fe-354b-4310-984a-26e4e8e2ad4e&xptdk=565ab9fe-354b-4310-984a-26e4e8e2ad4e
https://down-id.img.susercontent.com/file/85a746e561c4ffad87968dc7e0da1ee9,,SONY XPERIA Z3 BIG SECOND MULUS,,Rp,800.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Aceh Barat,,,Cicilan,,,,"Scrape to BigSeller
SONY XPERIA Z3 BIG SECOND MULUS
Rp
800.000
Cicilan
Kab. Aceh Barat",https://shopee.co.id/SONY-XPERIA-Z3-BIG-SECOND-MULUS-i.36270341.6137139952?extraParams=%7B%22display_model_id%22%3A72858914036%2C%22model_selection_logic%22%3A3%7D&sp_atk=9f4d1778-31dd-4b29-982d-f0c9c897ba7f&xptdk=9f4d1778-31dd-4b29-982d-f0c9c897ba7f
https://down-id.img.susercontent.com/file/9ed8169acf63941e00a83df4f532241e,,sony xperia xz2 premium au seken second bekas 64gb rom snapdragon 845 original unit only,,Rp,1.650.000,3.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,15 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kulon Progo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
sony xperia xz2 premium au seken second bekas 64gb rom snapdragon 845 original unit only
Rp
1.650.000
Cicilan
3.6
15 Terjual
Besok
Kab. Kulon Progo",https://shopee.co.id/sony-xperia-xz2-premium-au-seken-second-bekas-64gb-rom-snapdragon-845-original-unit-only-i.34341683.8502128244?extraParams=%7B%22display_model_id%22%3A23053189026%2C%22model_selection_logic%22%3A3%7D&sp_atk=883830db-4bbb-45dc-9077-4a1c5de28cc7&xptdk=883830db-4bbb-45dc-9077-4a1c5de28cc7
https://down-id.img.susercontent.com/file/id-11134207-8224w-mg3h6uyqg6q3e1,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Xperia 1ii Global Bekas imei aman second bunus clear case Sony xperia UBL unlocked 5ii,,Rp,5.300.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-12 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sambas,,,,,,,"Scrape to BigSeller
Xperia 1ii Global Bekas imei aman second bunus clear case Sony xperia UBL unlocked 5ii
Rp
5.300.000
4-12 Hari
Kab. Sambas",https://shopee.co.id/Xperia-1ii-Global-Bekas-imei-aman-second-bunus-clear-case-Sony-xperia-UBL-unlocked-5ii-i.657963471.27643229535?extraParams=%7B%22display_model_id%22%3A149318358698%2C%22model_selection_logic%22%3A3%7D&sp_atk=4ac339b3-8a0c-4f04-a030-d73cb56b39f2&xptdk=4ac339b3-8a0c-4f04-a030-d73cb56b39f2
https://down-id.img.susercontent.com/file/de6f9e2296da9be6f9f133e5362a59d8,,sony xperia xzs second,,Rp,980.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
sony xperia xzs second
Rp
980.000
5.0
3 Terjual
Besok
Bandung",https://shopee.co.id/sony-xperia-xzs-second-i.307978965.4480620080?extraParams=%7B%22display_model_id%22%3A64045618316%2C%22model_selection_logic%22%3A3%7D&sp_atk=a094af16-b9f6-44c4-acd2-0f3f7148fb72&xptdk=a094af16-b9f6-44c4-acd2-0f3f7148fb72
https://down-id.img.susercontent.com/file/2d0b3938a5aff702347ba8e743c22211,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,sony xperia Xa ultra dual mulus,,Rp,1.150.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
sony xperia Xa ultra dual mulus
Rp
1.150.000
1 Terjual
Besok
Semarang",https://shopee.co.id/sony-xperia-Xa-ultra-dual-mulus-i.105119359.6189159695?extraParams=%7B%22display_model_id%22%3A65475764680%2C%22model_selection_logic%22%3A3%7D&sp_atk=0d609f87-8b9f-4066-a9ab-352ec72fa691&xptdk=0d609f87-8b9f-4066-a9ab-352ec72fa691
https://down-id.img.susercontent.com/file/275b6265c6ccc3b2ee7c45095023a9ea,,SONY XPERIA Z5 BIG SECOND MULUS,,Rp,900.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Aceh Barat,,,Cicilan,,,,"Scrape to BigSeller
SONY XPERIA Z5 BIG SECOND MULUS
Rp
900.000
Cicilan
Kab. Aceh Barat",https://shopee.co.id/SONY-XPERIA-Z5-BIG-SECOND-MULUS-i.36270341.5837140986?extraParams=%7B%22display_model_id%22%3A32858870319%2C%22model_selection_logic%22%3A3%7D&sp_atk=f5d3e45d-bbb1-46e8-84ec-c9bc3d3e18bf&xptdk=f5d3e45d-bbb1-46e8-84ec-c9bc3d3e18bf
https://down-id.img.susercontent.com/file/1d8bef1bacdada7bc26288c1f55087e8,,Sony xz3 4/64 (No minus),,Rp,1.300.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Subang,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Sony xz3 4/64 (No minus)
Rp
1.300.000
Cicilan
5.0
1 Terjual
5-10 Hari
Kab. Subang",https://shopee.co.id/Sony-xz3-4-64-(No-minus)-i.598900459.15916618830?extraParams=%7B%22display_model_id%22%3A122917159246%2C%22model_selection_logic%22%3A3%7D&sp_atk=6fcc075f-8eb3-4305-8660-0ba036d210fa&xptdk=6fcc075f-8eb3-4305-8660-0ba036d210fa
https://down-id.img.susercontent.com/file/d8f7c963bad655c282d04c46e7b16b73,,Sony Xperia XZ second internasional,,Rp,1.425.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandar Lampung,,,,,,,"Scrape to BigSeller
Sony Xperia XZ second internasional
Rp
1.425.000
Bandar Lampung",https://shopee.co.id/Sony-Xperia-XZ-second-internasional-i.160051778.3734895494?extraParams=%7B%22display_model_id%22%3A32724264999%2C%22model_selection_logic%22%3A3%7D&sp_atk=9df4ffd1-c71b-4941-999f-5cdf176c796f&xptdk=9df4ffd1-c71b-4941-999f-5cdf176c796f
https://down-id.img.susercontent.com/file/33a505385720701803bbaf78aceef5e9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP SECOND SONY XPERIA Z5 COMPACT DOCOMO JAPAN RAM 2GB ROM 16GB  FREE CHARGER,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.153.000,3.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
HP SECOND SONY XPERIA Z5 COMPACT DOCOMO JAPAN RAM 2GB ROM 16GB FREE CHARGER
Rp
1.153.000
Cicilan
3.6
7 Terjual
2-3 Hari
Jakarta Barat",https://shopee.co.id/HP-SECOND-SONY-XPERIA-Z5-COMPACT-DOCOMO-JAPAN-RAM-2GB-ROM-16GB-FREE-CHARGER-i.87339856.1458811019?extraParams=%7B%22display_model_id%22%3A32621233098%2C%22model_selection_logic%22%3A3%7D&sp_atk=98c10891-777d-4afe-840b-6a6f8955ae76&xptdk=98c10891-777d-4afe-840b-6a6f8955ae76
https://down-id.img.susercontent.com/file/b040214178145b6dc605413f3fc706c4,,SONY XPERIA Z5 SECOND MULUS,,Rp,880.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Aceh Barat,,,Cicilan,,,,"Scrape to BigSeller
SONY XPERIA Z5 SECOND MULUS
Rp
880.000
Cicilan
Kab. Aceh Barat",https://shopee.co.id/SONY-XPERIA-Z5-SECOND-MULUS-i.36270341.6125650691?extraParams=%7B%22display_model_id%22%3A52858870280%2C%22model_selection_logic%22%3A3%7D&sp_atk=4f1729f6-bfd7-4bf1-80fb-f72bf6651dd5&xptdk=4f1729f6-bfd7-4bf1-80fb-f72bf6651dd5
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-m7nt0xodd6s0dd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia 1 Mark III Black Beacukai - 12/256GB Second Original,,Rp,4.490.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Sony Xperia 1 Mark III Black Beacukai - 12/256GB Second Original
Rp
4.490.000
5.0
4 Terjual
4-7 Hari
Kab. Sleman",https://shopee.co.id/Sony-Xperia-1-Mark-III-Black-Beacukai-12-256GB-Second-Original-i.717273017.26480526470?extraParams=%7B%22display_model_id%22%3A69536929227%2C%22model_selection_logic%22%3A3%7D&sp_atk=1820fd71-daf1-43b9-83f3-eaa9718ce5cc&xptdk=1820fd71-daf1-43b9-83f3-eaa9718ce5cc
https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mbz0v0usiurgd7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,sony Xperia xz premium ram 4/64 gb second,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.330.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
sony Xperia xz premium ram 4/64 gb second
Rp
1.330.000
Besok
Bekasi",https://shopee.co.id/sony-Xperia-xz-premium-ram-4-64-gb-second-i.43877791.42207867099?extraParams=%7B%22display_model_id%22%3A265666809552%2C%22model_selection_logic%22%3A3%7D&sp_atk=55207a59-71de-4953-a268-14542cce5c06&xptdk=55207a59-71de-4953-a268-14542cce5c06
https://down-id.img.susercontent.com/file/6594d70c6f2ddd4228833aeda4584b84,,SONY Z5 BIG DOCOMO SECOND MULUS,,Rp,850.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Aceh Barat,,,Cicilan,,,,"Scrape to BigSeller
SONY Z5 BIG DOCOMO SECOND MULUS
Rp
850.000
Cicilan
Kab. Aceh Barat",https://shopee.co.id/SONY-Z5-BIG-DOCOMO-SECOND-MULUS-i.36270341.5025652073?extraParams=%7B%22display_model_id%22%3A42858893958%2C%22model_selection_logic%22%3A3%7D&sp_atk=81f5185c-2b73-4c72-ab87-06420e58b620&xptdk=81f5185c-2b73-4c72-ab87-06420e58b620
https://down-id.img.susercontent.com/file/cf87b4eb95a1dd91f80f5916584b8d06,,Sony experia c5ultra dual kondisi bekas seperti baru,,Rp,2.750.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,Cicilan,,,,"Scrape to BigSeller
Sony experia c5ultra dual kondisi bekas seperti baru
Rp
2.750.000
Cicilan
Bandung",https://shopee.co.id/Sony-experia-c5ultra-dual-kondisi-bekas-seperti-baru-i.20258838.219153221?extraParams=%7B%22display_model_id%22%3A141504648%2C%22model_selection_logic%22%3A3%7D&sp_atk=c1ab4437-63cc-4477-8898-1312a0146da6&xptdk=c1ab4437-63cc-4477-8898-1312a0146da6
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m9r11nprlkhn0f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia 1 Mark IV Black Beacukai - 12/256GB Second Original,,Rp,7.599.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Sony Xperia 1 Mark IV Black Beacukai - 12/256GB Second Original
Rp
7.599.000
5.0
6 Terjual
4-7 Hari
Kab. Sleman",https://shopee.co.id/Sony-Xperia-1-Mark-IV-Black-Beacukai-12-256GB-Second-Original-i.717273017.28730775887?extraParams=%7B%22display_model_id%22%3A265227297372%2C%22model_selection_logic%22%3A3%7D&sp_atk=a3882a39-f6a2-4845-a574-b2f891ed59cd&xptdk=a3882a39-f6a2-4845-a574-b2f891ed59cd
https://down-id.img.susercontent.com/file/5077a8937216aaee4ddd283765683e9e,,Sony Xperia XZS Seken 4/64 gb Original Fullset,,Rp,1.450.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Metro,,,Cicilan,,,,"Scrape to BigSeller
Sony Xperia XZS Seken 4/64 gb Original Fullset
Rp
1.450.000
Cicilan
5-9 Hari
Metro",https://shopee.co.id/Sony-Xperia-XZS-Seken-4-64-gb-Original-Fullset-i.341130154.5263736728?extraParams=%7B%22display_model_id%22%3A61881384499%2C%22model_selection_logic%22%3A3%7D&sp_atk=92cfb664-6fdf-4c3b-9405-ac37f592310d&xptdk=92cfb664-6fdf-4c3b-9405-ac37f592310d
https://down-id.img.susercontent.com/file/f9169a4ac85e55022a4896884305fa72,,Sony xperia xz 3/32 seken mulus fulset,,Rp,1.400.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Aceh Timur,,,Cicilan,,,,"Scrape to BigSeller
Sony xperia xz 3/32 seken mulus fulset
Rp
1.400.000
Cicilan
3-7 Hari
Kab. Aceh Timur",https://shopee.co.id/Sony-xperia-xz-3-32-seken-mulus-fulset-i.20924578.2282411451?extraParams=%7B%22display_model_id%22%3A23352788325%2C%22model_selection_logic%22%3A3%7D&sp_atk=3a568179-fac6-4bfd-bdd2-2a0bfb0a522f&xptdk=3a568179-fac6-4bfd-bdd2-2a0bfb0a522f
https://down-id.img.susercontent.com/file/id-11134207-822wk-mn3xhdv0bchte2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY XPERIA 1 6/64 ORIGINAL SECOND NORMAL BERKUALITAS HARGA TERJANGKAU,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.300.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kudus,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
SONY XPERIA 1 6/64 ORIGINAL SECOND NORMAL BERKUALITAS HARGA TERJANGKAU
Rp
2.300.000
5.0
3 Terjual
2-3 Hari
Kab. Kudus",https://shopee.co.id/SONY-XPERIA-1-6-64-ORIGINAL-SECOND-NORMAL-BERKUALITAS-HARGA-TERJANGKAU-i.333519876.22880793711?extraParams=%7B%22display_model_id%22%3A166105757254%2C%22model_selection_logic%22%3A3%7D&sp_atk=35bf3a58-d7d1-471b-9608-cbd6e3d80f4a&xptdk=35bf3a58-d7d1-471b-9608-cbd6e3d80f4a
