-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-shopee-primary,img,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,w-auto,text-white,inline-block,pointer-events-none_3,truncate,text-xs_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-82251-mkelu04akkqwda,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,BISA COD PROMO NOKIA 230 DUAL SIM KAMERA SELFIE NORMAL SECOND ORI,Rp,99.000,-36%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,2 Terjual,"Scrape to BigSeller
BISA COD PROMO NOKIA 230 DUAL SIM KAMERA SELFIE NORMAL SECOND ORI
Rp
99.000
-36%
5.0
2 Terjual
4-7 Hari
Kab. Cirebon",https://shopee.co.id/BISA-COD-PROMO-NOKIA-230-DUAL-SIM-KAMERA-SELFIE-NORMAL-SECOND-ORI-i.1206168117.40378651586?extraParams=%7B%22display_model_id%22%3A355536668750%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93b589a-8076-4f7c-ba48-278d5e4767f1&xptdk=c93b589a-8076-4f7c-ba48-278d5e4767f1
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmk086g7qnepbd,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia Lumia 520 - Second / Bekas,Rp,250.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,Besok,"Scrape to BigSeller
Nokia Lumia 520 - Second / Bekas
Rp
250.000
Besok
Jakarta Barat",https://shopee.co.id/Nokia-Lumia-520-Second-Bekas-i.457773151.44279699674?extraParams=%7B%22display_model_id%22%3A320720369827%2C%22model_selection_logic%22%3A3%7D&sp_atk=3d093eb4-8bb4-419d-99fd-82502fc9e2b7&xptdk=3d093eb4-8bb4-419d-99fd-82502fc9e2b7
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lvps4zuoq03ga6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,nokia 216 selfi +mp3 second,Rp,73.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,16 Terjual,"Scrape to BigSeller
nokia 216 selfi +mp3 second
Rp
73.000
5.0
16 Terjual
3-5 Hari
Kab. Cirebon",https://shopee.co.id/nokia-216-selfi-mp3-second-i.771375084.27650924428?extraParams=%7B%22display_model_id%22%3A178222245947%2C%22model_selection_logic%22%3A3%7D&sp_atk=78db0d25-e55d-48b7-9b31-56fbc7549a8d&xptdk=78db0d25-e55d-48b7-9b31-56fbc7549a8d
https://down-id.img.susercontent.com/file/id-11134207-822wk-mmeft58zr5lb98,,nokia 230 seken bekas pemakaian,Rp,165.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,,,4-8 Hari,"Scrape to BigSeller
nokia 230 seken bekas pemakaian
Rp
165.000
4-8 Hari
Kab. Tangerang",https://shopee.co.id/nokia-230-seken-bekas-pemakaian-i.230298126.45257930292?extraParams=%7B%22display_model_id%22%3A390702628036%2C%22model_selection_logic%22%3A3%7D&sp_atk=24df70f4-ebb2-44d6-8a93-4dfc341e49e9&xptdk=24df70f4-ebb2-44d6-8a93-4dfc341e49e9
https://down-id.img.susercontent.com/file/id-11134207-7r98u-lvps4zup18n0cc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,nokia 150 (2018) second mp3+camera,Rp,70.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,36 Terjual,"Scrape to BigSeller
nokia 150 (2018) second mp3+camera
Rp
70.000
3.9
36 Terjual
3-5 Hari
Kab. Cirebon",https://shopee.co.id/nokia-150-(2018)-second-mp3-camera-i.771375084.29600936733?extraParams=%7B%22display_model_id%22%3A250892710605%2C%22model_selection_logic%22%3A3%7D&sp_atk=0d63d49b-8204-4eaf-ae2e-ad07f6f242d0&xptdk=0d63d49b-8204-4eaf-ae2e-ad07f6f242d0
https://down-id.img.susercontent.com/file/id-11134207-7rasd-m265x7o8xldga8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP NOKIA JADUL BEKAS HITAM,Rp,105.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,2 jam,,,,409 Terjual,"Scrape to BigSeller
HP NOKIA JADUL BEKAS HITAM
Rp
105.000
5.0
409 Terjual
2 jam
Kab. Sidoarjo",https://shopee.co.id/HP-NOKIA-JADUL-BEKAS-HITAM-i.9585476.26766451131?extraParams=%7B%22display_model_id%22%3A410093072155%2C%22model_selection_logic%22%3A2%7D&sp_atk=28ab4465-be51-4a8a-aa2c-3e8404d1676a&xptdk=28ab4465-be51-4a8a-aa2c-3e8404d1676a
https://down-id.img.susercontent.com/file/8af2f624c345f5a654ffc68bbc2ee4e6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 5310 Display Bekas Pajangan Original Tam,Rp,398.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,219 Terjual,"Scrape to BigSeller
Nokia 5310 Display Bekas Pajangan Original Tam
Rp
398.000
4.6
219 Terjual
2-4 Hari
Jakarta Barat",https://shopee.co.id/Nokia-5310-Display-Bekas-Pajangan-Original-Tam-i.736803387.14072188669?extraParams=%7B%22display_model_id%22%3A116220456204%2C%22model_selection_logic%22%3A3%7D&sp_atk=f2fd853f-6b2d-439d-a9ac-994ee0280214&xptdk=f2fd853f-6b2d-439d-a9ac-994ee0280214
https://down-id.img.susercontent.com/file/id-11134207-8224q-mkek1cjm47b419,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia second 2630 HIDUP,Rp,90.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Magetan,,,,,,1-3 Hari,"Scrape to BigSeller
Nokia second 2630 HIDUP
Rp
90.000
1-3 Hari
Kab. Magetan",https://shopee.co.id/Nokia-second-2630-HIDUP-i.951425174.48555946623?extraParams=%7B%22display_model_id%22%3A310536296832%2C%22model_selection_logic%22%3A3%7D&sp_atk=0a9427d4-fdfd-4c4f-9793-70c263b475a2&xptdk=0a9427d4-fdfd-4c4f-9793-70c263b475a2
https://down-id.img.susercontent.com/file/id-11134207-8224q-mjrjkxvyouthbd,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Handphone Nokia 105(2023) Black | 2nd Bekas,Rp,69.900,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jambi,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,4-7 Hari,"Scrape to BigSeller
Handphone Nokia 105(2023) Black | 2nd Bekas
Rp
69.900
4-7 Hari
Jambi",https://shopee.co.id/Handphone-Nokia-105(2023)-Black-2nd-Bekas-i.32178392.46555075128?extraParams=%7B%22display_model_id%22%3A287352188978%2C%22model_selection_logic%22%3A3%7D&sp_atk=69d15dba-2c9f-492e-beaa-84d05e49faf8&xptdk=69d15dba-2c9f-492e-beaa-84d05e49faf8
https://down-id.img.susercontent.com/file/5d0dd7ce7a061af14e4c327865714bb2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,kualitas terbaik NOKIA 210 205 qwerty second original 100%,Rp,225.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.3,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,66 Terjual,"Scrape to BigSeller
kualitas terbaik NOKIA 210 205 qwerty second original 100%
Rp
225.000
4.3
66 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/kualitas-terbaik-NOKIA-210-205-qwerty-second-original-100--i.193551914.3867265037?extraParams=%7B%22display_model_id%22%3A223276687625%2C%22model_selection_logic%22%3A3%7D&sp_atk=81609428-2b41-4e8b-9b2f-91255996b154&xptdk=81609428-2b41-4e8b-9b2f-91255996b154
https://down-id.img.susercontent.com/file/id-11134207-822wk-mmyudsuot3pi96,,Hp jadul nokia 3610a second like new,Rp,150.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,,,,1-4 Hari,"Scrape to BigSeller
Hp jadul nokia 3610a second like new
Rp
150.000
1-4 Hari
Surabaya",https://shopee.co.id/Hp-jadul-nokia-3610a-second-like-new-i.1103205492.51158684169?extraParams=%7B%22display_model_id%22%3A440771045348%2C%22model_selection_logic%22%3A3%7D&sp_atk=faa6170a-271a-461f-95d2-4841d23807a5&xptdk=faa6170a-271a-461f-95d2-4841d23807a5
https://down-id.img.susercontent.com/file/id-11134207-8224s-ml19s3oedj4290,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,NOKIA N70 MINUS (BACA DESKRIPSI),Rp,136.580,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tegal,,,,,,1 Terjual,"Scrape to BigSeller
NOKIA N70 MINUS (BACA DESKRIPSI)
Rp
136.580
1 Terjual
2-5 Hari
Kab. Tegal",https://shopee.co.id/NOKIA-N70-MINUS-(BACA-DESKRIPSI)-i.381675282.52106324162?extraParams=%7B%22display_model_id%22%3A400572168679%2C%22model_selection_logic%22%3A3%7D&sp_atk=66062269-51b1-485c-82df-031b3125f697&xptdk=66062269-51b1-485c-82df-031b3125f697
https://down-id.img.susercontent.com/file/id-11134207-7r98o-ly7zbq2fw6vv88,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia C12 3/64 (Second),Rp,755.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,,4-7 Hari,"Scrape to BigSeller
Nokia C12 3/64 (Second)
Rp
755.000
4-7 Hari
Jakarta Barat",https://shopee.co.id/Nokia-C12-3-64-(Second)-i.355176428.29656412925?extraParams=%7B%22display_model_id%22%3A207682825342%2C%22model_selection_logic%22%3A3%7D&sp_atk=1ac5e19c-bea1-4621-b22c-77d82c9b51c5&xptdk=1ac5e19c-bea1-4621-b22c-77d82c9b51c5
https://down-id.img.susercontent.com/file/id-11134201-23020-i8wi6hwcvwnv2e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,nokia RM 1134 normal second,Rp,38.000,-5%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,4RB+ Terjual,"Scrape to BigSeller
nokia RM 1134 normal second
Rp
38.000
-5%
3.8
4RB+ Terjual
2-5 Hari
Kab. Cirebon",https://shopee.co.id/nokia-RM-1134-normal-second-i.783939110.20874336564?extraParams=%7B%22display_model_id%22%3A215559767080%2C%22model_selection_logic%22%3A2%7D&sp_atk=5d240fc2-c896-4b65-8365-65373d2ede66&xptdk=5d240fc2-c896-4b65-8365-65373d2ede66
https://down-id.img.susercontent.com/file/id-11134207-8224t-mjdiyii1lddv69,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 6680 Symbian Klasic jadul Secon,Rp,200.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sumenep,,,,,Produk Baru,2-4 Hari,"Scrape to BigSeller
Nokia 6680 Symbian Klasic jadul Secon
Rp
200.000
Produk Baru
2-4 Hari
Kab. Sumenep",https://shopee.co.id/Nokia-6680-Symbian-Klasic-jadul-Secon-i.1450992578.48754489346?extraParams=%7B%22display_model_id%22%3A400419730239%2C%22model_selection_logic%22%3A3%7D&sp_atk=9cb083c6-e1a7-4e09-97f5-56dab71f4faf&xptdk=9cb083c6-e1a7-4e09-97f5-56dab71f4faf
https://down-id.img.susercontent.com/file/id-11134207-82252-mjo5yigw00004b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 105 Bekas,Rp,35.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,,2-4 Hari,"Scrape to BigSeller
Nokia 105 Bekas
Rp
35.000
2-4 Hari
Bandung",https://shopee.co.id/Nokia-105-Bekas-i.1263368153.42428129518?extraParams=%7B%22display_model_id%22%3A395454030384%2C%22model_selection_logic%22%3A2%7D&sp_atk=717a36cf-d6fc-46be-adcd-90ad08c883f4&xptdk=717a36cf-d6fc-46be-adcd-90ad08c883f4
https://down-id.img.susercontent.com/file/id-11134207-7rase-m4fdoi05owwa8e,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia E71 bekas kondisi tanpa charger dan box,Rp,250.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,Besok,"Scrape to BigSeller
Nokia E71 bekas kondisi tanpa charger dan box
Rp
250.000
Besok
Surabaya",https://shopee.co.id/Nokia-E71-bekas-kondisi-tanpa-charger-dan-box-i.954438339.25039996267?extraParams=%7B%22display_model_id%22%3A119365115039%2C%22model_selection_logic%22%3A3%7D&sp_atk=d0f9d9b4-fd85-40a0-8894-65e006924536&xptdk=d0f9d9b4-fd85-40a0-8894-65e006924536
https://down-id.img.susercontent.com/file/id-11134207-822wt-mn74zcq0cgsg31,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,hp jadul nokia 6300 second minus,Rp,100.350,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Magelang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,Besok,"Scrape to BigSeller
hp jadul nokia 6300 second minus
Rp
100.350
Besok
Kab. Magelang",https://shopee.co.id/hp-jadul-nokia-6300-second-minus-i.368265322.45159090425?extraParams=%7B%22display_model_id%22%3A370803829965%2C%22model_selection_logic%22%3A3%7D&sp_atk=49997f16-85f3-475b-8209-23a2189d4950&xptdk=49997f16-85f3-475b-8209-23a2189d4950
https://down-id.img.susercontent.com/file/id-11134207-8224z-mkelu04l10y027,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,OBRAL MURAH NOKIA 220 SECOND ORIGINAL BISA COD,Rp,77.000,-30%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,4-7 Hari,"Scrape to BigSeller
OBRAL MURAH NOKIA 220 SECOND ORIGINAL BISA COD
Rp
77.000
-30%
4-7 Hari
Kab. Cirebon",https://shopee.co.id/OBRAL-MURAH-NOKIA-220-SECOND-ORIGINAL-BISA-COD-i.1206168117.53655940987?extraParams=%7B%22display_model_id%22%3A360537578687%2C%22model_selection_logic%22%3A3%7D&sp_atk=c4efdf8f-6420-43df-b727-d26243dbfba2&xptdk=c4efdf8f-6420-43df-b727-d26243dbfba2
https://down-id.img.susercontent.com/file/id-11134207-8224x-mjwhh2rebz0m34,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 216 Dual SIM Bekas Garansi Resmi #56270,Rp,102.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonogiri,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,Besok,"Scrape to BigSeller
Nokia 216 Dual SIM Bekas Garansi Resmi #56270
Rp
102.000
Besok
Kab. Wonogiri",https://shopee.co.id/Nokia-216-Dual-SIM-Bekas-Garansi-Resmi-56270-i.1583609959.52755273860?extraParams=%7B%22display_model_id%22%3A315483524979%2C%22model_selection_logic%22%3A3%7D&sp_atk=f73d6774-7c81-4a04-a1d1-da9b237cdfe1&xptdk=f73d6774-7c81-4a04-a1d1-da9b237cdfe1
https://down-id.img.susercontent.com/file/id-11134207-8224s-mgd5lobezoct36,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 2 mulus,Rp,235.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jepara,,,,,,4-7 Hari,"Scrape to BigSeller
Nokia 2 mulus
Rp
235.000
4-7 Hari
Kab. Jepara",https://shopee.co.id/Nokia-2-mulus-i.167126514.55000269938?extraParams=%7B%22display_model_id%22%3A297097170953%2C%22model_selection_logic%22%3A3%7D&sp_atk=261e057c-962c-4ece-bc5f-c1ea1ffce500&xptdk=261e057c-962c-4ece-bc5f-c1ea1ffce500
https://down-id.img.susercontent.com/file/id-11134207-82250-mkqdqir31ptv46,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,HP NOKIA 105 bekas,Rp,60.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,,,,,3-6 Hari,"Scrape to BigSeller
HP NOKIA 105 bekas
Rp
60.000
3-6 Hari
Bekasi",https://shopee.co.id/HP-NOKIA-105-bekas-i.955470732.50406222559?extraParams=%7B%22display_model_id%22%3A435564659922%2C%22model_selection_logic%22%3A3%7D&sp_atk=5e9d92df-589f-4689-a3ef-6f465a15ac26&xptdk=5e9d92df-589f-4689-a3ef-6f465a15ac26
https://down-id.img.susercontent.com/file/id-11134207-8224p-mhfiijoz1ato37,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HP Handphone lawas NOKIA E63 bekas vintage. Baca deskripsi!,Rp,350.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lampung Selatan,,,,,,4-8 Hari,"Scrape to BigSeller
HP Handphone lawas NOKIA E63 bekas vintage. Baca deskripsi!
Rp
350.000
4-8 Hari
Kab. Lampung Selatan",https://shopee.co.id/HP-Handphone-lawas-NOKIA-E63-bekas-vintage.-Baca-deskripsi!-i.455850353.45452004330?extraParams=%7B%22display_model_id%22%3A375195012733%2C%22model_selection_logic%22%3A3%7D&sp_atk=27eea125-28cc-4ce9-985a-062cb923b7ce&xptdk=27eea125-28cc-4ce9-985a-062cb923b7ce
https://down-id.img.susercontent.com/file/id-11134207-82251-mjqw7jjt9ce92c,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 215 Bekas,Rp,35.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,,2-4 Hari,"Scrape to BigSeller
Nokia 215 Bekas
Rp
35.000
2-4 Hari
Bandung",https://shopee.co.id/Nokia-215-Bekas-i.1263368153.53705013597?extraParams=%7B%22display_model_id%22%3A380462482605%2C%22model_selection_logic%22%3A2%7D&sp_atk=2f6f8630-affd-405a-a6f2-b7477c76d552&xptdk=2f6f8630-affd-405a-a6f2-b7477c76d552
https://down-id.img.susercontent.com/file/id-11134207-7r991-lqxlwv9s7zrt79,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA 3310 REBORN SCOND ORIGINAL,Rp,105.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,48 Terjual,"Scrape to BigSeller
NOKIA 3310 REBORN SCOND ORIGINAL
Rp
105.000
4.9
48 Terjual
3-6 Hari
Kab. Cirebon",https://shopee.co.id/NOKIA-3310-REBORN-SCOND-ORIGINAL-i.972364800.22989256977?extraParams=%7B%22display_model_id%22%3A243881199978%2C%22model_selection_logic%22%3A3%7D&sp_atk=29f565c0-1ec5-4dc8-a80d-c61908a4cfbd&xptdk=29f565c0-1ec5-4dc8-a80d-c61908a4cfbd
