-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,text-xs/sp14_2,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,pointer-events-none_3,text-shopee-green,truncate,img_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wm-ml8t01rwn8qp24,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX L-BOOK N4020 8GB 128GB WINDOWS 11 PRO 14.0'' INCH FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.960.000,-5%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"ZYREX L-BOOK N4020 8GB 128GB WINDOWS 11 PRO 14.0'' INCH FHD
Rp
3.960.000
-5%
< 2 Hari
Bogor",https://shopee.co.id/ZYREX-L-BOOK-N4020-8GB-128GB-WINDOWS-11-PRO-14.0''-INCH-FHD-i.269495271.49806587356?extraParams=%7B%22display_model_id%22%3A430589936545%2C%22model_selection_logic%22%3A3%7D&sp_atk=e05a49fb-073e-4fbf-96de-616037f4748c&xptdk=e05a49fb-073e-4fbf-96de-616037f4748c
https://down-id.img.susercontent.com/file/id-11134207-822wo-mlhjy9qy9oucd2,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Laptop ZYREX L-BOOK Intel N4020 8GB 128GB eMMC 14"" Windows 11 Garansi Resmi",,Rp,3.749.000,-17%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Laptop ZYREX L-BOOK Intel N4020 8GB 128GB eMMC 14"" Windows 11 Garansi Resmi
Rp
3.749.000
-17%
< 2 Hari
Yogyakarta",https://shopee.co.id/Laptop-ZYREX-L-BOOK-Intel-N4020-8GB-128GB-eMMC-14-Windows-11-Garansi-Resmi-i.83393368.48456885116?extraParams=%7B%22display_model_id%22%3A325613431502%2C%22model_selection_logic%22%3A3%7D&sp_atk=69fa94fd-d444-4bec-8ab3-10e1a4437d03&xptdk=69fa94fd-d444-4bec-8ab3-10e1a4437d03
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mb3gtv8lzumxdd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX L-Book Intel Celeron N4020 / 8gb+256ssd / windows 11 pro/ 14inch HD/ Garansi resmi / laptop,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.160.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,5 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"ZYREX L-Book Intel Celeron N4020 / 8gb+256ssd / windows 11 pro/ 14inch HD/ Garansi resmi / laptop
Rp
4.160.000
5.0
5 Terjual
3-4 Hari
Bekasi",https://shopee.co.id/ZYREX-L-Book-Intel-Celeron-N4020-8gb-256ssd-windows-11-pro-14inch-HD-Garansi-resmi-laptop-i.1273812769.43204785634?extraParams=%7B%22display_model_id%22%3A305405105291%2C%22model_selection_logic%22%3A3%7D&sp_atk=a7c0db58-077e-4891-b4fe-7007fabd0753&xptdk=a7c0db58-077e-4891-b4fe-7007fabd0753
https://down-id.img.susercontent.com/file/id-11134207-81ztg-mfi7sp8wpjplff,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Zyrex L-Book N4020 8GB 128GB Windows 11 Ramping,,Rp,4.000.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tanjung Pinang,,5-9 Hari,,,"Zyrex L-Book N4020 8GB 128GB Windows 11 Ramping
Rp
4.000.000
5-9 Hari
Tanjung Pinang",https://shopee.co.id/Zyrex-L-Book-N4020-8GB-128GB-Windows-11-Ramping-i.1602791607.27592627511?extraParams=%7B%22display_model_id%22%3A291870301577%2C%22model_selection_logic%22%3A3%7D&sp_atk=663792aa-c3b8-4f91-a689-f88b93ce8e35&xptdk=663792aa-c3b8-4f91-a689-f88b93ce8e35
https://down-id.img.susercontent.com/file/id-11134207-8224q-mio7t2k1tr7ke3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Axioo MyBook HYPE 1 Celeron N4020 [ RAM 4GB 8GB - SSD 128GB 384GB - 14"" HD - Windows ]",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.999.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,234 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Axioo MyBook HYPE 1 Celeron N4020 [ RAM 4GB 8GB - SSD 128GB 384GB - 14"" HD - Windows ]
Rp
6.999.000
5.0
234 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Axioo-MyBook-HYPE-1-Celeron-N4020-RAM-4GB-8GB-SSD-128GB-384GB-14-HD-Windows--i.780264230.24063217024?extraParams=%7B%22display_model_id%22%3A197314289641%2C%22model_selection_logic%22%3A3%7D&sp_atk=727a44e2-a292-4431-aeed-7b776636bd5c&xptdk=727a44e2-a292-4431-aeed-7b776636bd5c
https://down-id.img.susercontent.com/file/sg-11134201-7rep6-m8ira1lyylo60a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Leptop Zyrex Sky 232 Intel Celeron N3350 Ram 4Gb eMMC 64Gb SCU19132,,Rp,1.150.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,2-3 Hari,,,"Leptop Zyrex Sky 232 Intel Celeron N3350 Ram 4Gb eMMC 64Gb SCU19132
Rp
1.150.000
2-3 Hari
Malang",https://shopee.co.id/Leptop-Zyrex-Sky-232-Intel-Celeron-N3350-Ram-4Gb-eMMC-64Gb-SCU19132-i.141725604.27783204611?extraParams=%7B%22display_model_id%22%3A258164882401%2C%22model_selection_logic%22%3A3%7D&sp_atk=b21ea93a-064a-4411-9f8a-b055195936e9&xptdk=b21ea93a-064a-4411-9f8a-b055195936e9
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mb52nnrvmk7t16,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Laptop ZYREX L Book Intel Celeron 8GB 128GB 14""",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.960.000,-5%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,10 Terjual,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Laptop ZYREX L Book Intel Celeron 8GB 128GB 14""
Rp
3.960.000
-5%
Cicilan
5.0
10 Terjual
3-5 Hari
Jakarta Timur",https://shopee.co.id/Laptop-ZYREX-L-Book-Intel-Celeron-8GB-128GB-14--i.291375862.6879845753?extraParams=%7B%22display_model_id%22%3A217950679316%2C%22model_selection_logic%22%3A3%7D&sp_atk=1221cfb6-fbbe-4ca4-a37f-10ba28a3be2b&xptdk=1221cfb6-fbbe-4ca4-a37f-10ba28a3be2b
https://down-id.img.susercontent.com/file/id-11134207-7rase-m2th090mlx2847,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Zyrex Sky 232 Intel Celeron N3350 Ram 4Gb Ssd 256 Gb eMMC 64Gb SCU19099,,Rp,1.417.500,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Laptop Zyrex Sky 232 Intel Celeron N3350 Ram 4Gb Ssd 256 Gb eMMC 64Gb SCU19099
Rp
1.417.500
< 2 Hari
Malang",https://shopee.co.id/Laptop-Zyrex-Sky-232-Intel-Celeron-N3350-Ram-4Gb-Ssd-256-Gb-eMMC-64Gb-SCU19099-i.44435356.28718169115?extraParams=%7B%22display_model_id%22%3A197991929559%2C%22model_selection_logic%22%3A3%7D&sp_atk=b3f9568d-3b11-47f2-bf40-b95d937d613f&xptdk=b3f9568d-3b11-47f2-bf40-b95d937d613f
https://down-id.img.susercontent.com/file/id-11134207-7rasb-m478yyi4y8ih80,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Zyrex Sky 232 Mini Intel Celeron N3350 Ram 4Gb Ssd 256Gb Full HD SCU17644,,Rp,1.450.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,1 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Laptop Zyrex Sky 232 Mini Intel Celeron N3350 Ram 4Gb Ssd 256Gb Full HD SCU17644
Rp
1.450.000
1 Terjual
< 2 Hari
Malang",https://shopee.co.id/Laptop-Zyrex-Sky-232-Mini-Intel-Celeron-N3350-Ram-4Gb-Ssd-256Gb-Full-HD-SCU17644-i.44435356.28771716772?extraParams=%7B%22display_model_id%22%3A223634930232%2C%22model_selection_logic%22%3A3%7D&sp_atk=20598284-21f8-4984-b1b8-ffe6351dfc09&xptdk=20598284-21f8-4984-b1b8-ffe6351dfc09
https://down-id.img.susercontent.com/file/id-11134207-7r98z-lzy6fr4gnsv290,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,VASP Laptop Intel Celeron N4100 8GB RAM 256GB SSD Windows 11 OHS 14 Inch FHD Laptop,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.195.000,-1%,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,2RB+ Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"VASP Laptop Intel Celeron N4100 8GB RAM 256GB SSD Windows 11 OHS 14 Inch FHD Laptop
Rp
6.195.000
-1%
4.9
2RB+ Terjual
4-5 Hari
Tangerang",https://shopee.co.id/VASP-Laptop-Intel-Celeron-N4100-8GB-RAM-256GB-SSD-Windows-11-OHS-14-Inch-FHD-Laptop-i.737535635.25903288567?extraParams=%7B%22display_model_id%22%3A217787382130%2C%22model_selection_logic%22%3A3%7D&sp_atk=7d9bd843-2db9-4a9d-a33f-abc8f95e6c71&xptdk=7d9bd843-2db9-4a9d-a33f-abc8f95e6c71
https://down-id.img.susercontent.com/file/id-11134207-8224y-mibfmfw2uo77a0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZYREX L-BOOK N4020 8GB 128GB W11PRO 14.0 GRY,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.160.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,3-4 Hari,Produk Baru,,"ZYREX L-BOOK N4020 8GB 128GB W11PRO 14.0 GRY
Rp
4.160.000
Produk Baru
3-4 Hari
Bandung",https://shopee.co.id/ZYREX-L-BOOK-N4020-8GB-128GB-W11PRO-14.0-GRY-i.1477936025.40877282633?extraParams=%7B%22display_model_id%22%3A350305219427%2C%22model_selection_logic%22%3A3%7D&sp_atk=eb09fa7f-8ecd-420e-9d3f-d8a859796211&xptdk=eb09fa7f-8ecd-420e-9d3f-d8a859796211
https://down-id.img.susercontent.com/file/id-11134207-8224p-mk3g4g5drk7cb9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ZYREX D-TECH Ryzen 5-3500 16Gb 256Gb Windows 11 14"" Inch",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.393.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"ZYREX D-TECH Ryzen 5-3500 16Gb 256Gb Windows 11 14"" Inch
Rp
6.393.000
< 2 Hari
Depok",https://shopee.co.id/ZYREX-D-TECH-Ryzen-5-3500-16Gb-256Gb-Windows-11-14-Inch-i.261978781.46455640774?extraParams=%7B%22display_model_id%22%3A310566093169%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7de7aab-49ba-4f17-8115-ac48d0d40f9a&xptdk=f7de7aab-49ba-4f17-8115-ac48d0d40f9a
https://down-id.img.susercontent.com/file/id-11134207-8224q-mgn3qhkfsemh5c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Axioo MyBook Hype 10/1 Intel Celeron 8GB 256GB Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.850.000,-4%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,136 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Axioo MyBook Hype 10/1 Intel Celeron 8GB 256GB Windows 11
Rp
3.850.000
-4%
5.0
136 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Axioo-MyBook-Hype-10-1-Intel-Celeron-8GB-256GB-Windows-11-i.148846460.18133849974?extraParams=%7B%22display_model_id%22%3A211739409647%2C%22model_selection_logic%22%3A3%7D&sp_atk=5beac2b7-a5b1-4ecb-872c-9f1c88d82a92&xptdk=5beac2b7-a5b1-4ecb-872c-9f1c88d82a92
https://down-id.img.susercontent.com/file/id-11134207-7rbk5-m70cg63so14715,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,LAPTOP ZYREX BUNAKEN N4020 4GB 256SSD+64GB W10 14.0,,Rp,2.699.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tegal,,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"LAPTOP ZYREX BUNAKEN N4020 4GB 256SSD+64GB W10 14.0
Rp
2.699.000
< 2 Hari
Tegal",https://shopee.co.id/LAPTOP-ZYREX-BUNAKEN-N4020-4GB-256SSD-64GB-W10-14.0-i.14655764.24091646824?extraParams=%7B%22display_model_id%22%3A227395171564%2C%22model_selection_logic%22%3A3%7D&sp_atk=01f5c7a6-7c79-475b-b953-ec7fff167545&xptdk=01f5c7a6-7c79-475b-b953-ec7fff167545
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lm08r3mnu80v4b,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Notebook Zyrex Sky 232 Celeron 4GB 256GB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.500.000,,4.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,32 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Notebook Zyrex Sky 232 Celeron 4GB 256GB SSD
Rp
1.500.000
4.0
32 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Notebook-Zyrex-Sky-232-Celeron-4GB-256GB-SSD-i.346011270.22981257541?extraParams=%7B%22display_model_id%22%3A158376996797%2C%22model_selection_logic%22%3A3%7D&sp_atk=5003ad1f-78eb-4217-93c5-8ffe4d5fa9c7&xptdk=5003ad1f-78eb-4217-93c5-8ffe4d5fa9c7
