-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,text-shopee-primary,w-auto,text-white,img,text-xs/sp14_3,truncate,pointer-events-none_3,crawl-text,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/e9038a88cc96b344e7b18d3647191f64,,"HONOR 9 Lite , 4 camera , Ram 3/32 GB , garansi Honor resmi Indonesia",,Rp,2.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,,,,,,Cicilan,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=2487844842&shopid=70924768,"Scrape to BigSeller
HONOR 9 Lite , 4 camera , Ram 3/32 GB , garansi Honor resmi Indonesia
Rp
2.999.000
Cicilan
4-7 Hari
Yogyakarta",https://shopee.co.id/HONOR-9-Lite-4-camera-Ram-3-32-GB-garansi-Honor-resmi-Indonesia-i.70924768.2487844842?extraParams=%7B%22display_model_id%22%3A5301367412%2C%22model_selection_logic%22%3A3%7D&sp_atk=813245f8-2d7f-4c75-9a9d-b14abc9eb4a3&xptdk=813245f8-2d7f-4c75-9a9d-b14abc9eb4a3
https://down-id.img.susercontent.com/file/id-11134207-822wk-mlsulq7mb09b35,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X7D LTE 8/512GB Kamera 108MP Baterai 6500mAh Layar 120Hz NFC Smartphone Snapdragon 685 Original Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,-10%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=56407104852&shopid=18182651,"Scrape to BigSeller
HONOR X7D LTE 8/512GB Kamera 108MP Baterai 6500mAh Layar 120Hz NFC Smartphone Snapdragon 685 Original Resmi
Rp
4.499.000
-10%
5.0
2 Terjual
Besok
Tangerang",https://shopee.co.id/HONOR-X7D-LTE-8-512GB-Kamera-108MP-Baterai-6500mAh-Layar-120Hz-NFC-Smartphone-Snapdragon-685-Original-Resmi-i.18182651.56407104852?extraParams=%7B%22display_model_id%22%3A267454977320%2C%22model_selection_logic%22%3A3%7D&sp_atk=31a18e97-0de6-4719-b927-fa2bfd680631&xptdk=31a18e97-0de6-4719-b927-fa2bfd680631
https://down-id.img.susercontent.com/file/id-11134207-822wt-mlsxjhqj280063,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X7D LTE 8/512GB Snapdragon 685 Baterai 6500mAh Smartphone Kamera 108MP Original Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,-10%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=49957136831&shopid=5531941,"Scrape to BigSeller
HONOR X7D LTE 8/512GB Snapdragon 685 Baterai 6500mAh Smartphone Kamera 108MP Original Resmi
Rp
4.499.000
-10%
Besok
Tangerang",https://shopee.co.id/HONOR-X7D-LTE-8-512GB-Snapdragon-685-Baterai-6500mAh-Smartphone-Kamera-108MP-Original-Resmi-i.5531941.49957136831?extraParams=%7B%22display_model_id%22%3A355641304984%2C%22model_selection_logic%22%3A3%7D&sp_atk=c48ad46e-7d02-4d6d-94d7-2ec3dd1921a5&xptdk=c48ad46e-7d02-4d6d-94d7-2ec3dd1921a5
https://down-id.img.susercontent.com/file/dddd38b17283048470b099a78810ceaa,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor 8x 4/128 GB Garansi Honor Indonesia / PRE ORDER,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.498.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,20 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Cicilan,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=1969738522&shopid=119346266,"Scrape to BigSeller
Honor 8x 4/128 GB Garansi Honor Indonesia / PRE ORDER
Rp
3.498.999
Cicilan
5.0
20 Terjual
3-4 Hari
Tangerang Selatan",https://shopee.co.id/Honor-8x-4-128-GB-Garansi-Honor-Indonesia-PRE-ORDER-i.119346266.1969738522?extraParams=%7B%22display_model_id%22%3A40858172581%2C%22model_selection_logic%22%3A3%7D&sp_atk=de650b90-d3a0-4739-94fa-439e4611028c&xptdk=de650b90-d3a0-4739-94fa-439e4611028c
https://down-id.img.susercontent.com/file/id-11134207-822wi-mm5izjtdzlds39,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6C RAM 6 GB ROM 256 GB MEDIATEK HELIO G81 6.81 INC IPS 120 HZ,,Rp,3.219.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=52507553186&shopid=1322808231,"Scrape to BigSeller
HONOR X6C RAM 6 GB ROM 256 GB MEDIATEK HELIO G81 6.81 INC IPS 120 HZ
Rp
3.219.000
Besok
Kab. Bekasi",https://shopee.co.id/HONOR-X6C-RAM-6-GB-ROM-256-GB-MEDIATEK-HELIO-G81-6.81-INC-IPS-120-HZ-i.1322808231.52507553186?extraParams=%7B%22display_model_id%22%3A380672444324%2C%22model_selection_logic%22%3A3%7D&sp_atk=5f2fac34-23c2-40ac-8d6c-f05f05e4558b&xptdk=5f2fac34-23c2-40ac-8d6c-f05f05e4558b
https://down-id.img.susercontent.com/file/sg-11134201-7rdvn-mchlcbpcys3b8a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Honor 400 5G 12/512GB [200 MP (Kamera Utama), Snapdragon 7 Gen 3, MagicOS 9.0, 6000 mAh] - Garansi Resmi",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Madiun,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=44259413351&shopid=55231304,"Scrape to BigSeller
Honor 400 5G 12/512GB [200 MP (Kamera Utama), Snapdragon 7 Gen 3, MagicOS 9.0, 6000 mAh] - Garansi Resmi
Rp
6.999.000
2 Terjual
2-3 Hari
Madiun",https://shopee.co.id/Honor-400-5G-12-512GB-200-MP-(Kamera-Utama)-Snapdragon-7-Gen-3-MagicOS-9.0-6000-mAh-Garansi-Resmi-i.55231304.44259413351?extraParams=%7B%22display_model_id%22%3A305787771176%2C%22model_selection_logic%22%3A3%7D&sp_atk=99b430ed-4a73-4e44-90c9-0eebcde27027&xptdk=99b430ed-4a73-4e44-90c9-0eebcde27027
https://down-id.img.susercontent.com/file/sg-11134275-81zu3-mminl8f7va4jab,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X6C 6GB+256GB - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,3.049.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=56358061358&shopid=1154237054,"Scrape to BigSeller
Honor X6C 6GB+256GB - Garansi Resmi 1 Tahun
Rp
3.049.000
2-5 Hari
Jakarta Utara",https://shopee.co.id/Honor-X6C-6GB-256GB-Garansi-Resmi-1-Tahun-i.1154237054.56358061358?extraParams=%7B%22display_model_id%22%3A340715858959%2C%22model_selection_logic%22%3A3%7D&sp_atk=f7a067a6-e2ae-40bf-8785-c6adc738ef98&xptdk=f7a067a6-e2ae-40bf-8785-c6adc738ef98
https://down-id.img.susercontent.com/file/id-11134207-8224y-mk9kalusg006da,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NEW HONOR X9C 5G 12-256 | HONOR 400 LITE 5G 8-256 | NON REPACK BNIB (RESMI),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.748.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Baru,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=46954040391&shopid=34727920,"Scrape to BigSeller
NEW HONOR X9C 5G 12-256 | HONOR 400 LITE 5G 8-256 | NON REPACK BNIB (RESMI)
Rp
3.748.000
Produk Baru
5.0
1 Terjual
2-3 Hari
Kab. Indramayu",https://shopee.co.id/NEW-HONOR-X9C-5G-12-256-HONOR-400-LITE-5G-8-256-NON-REPACK-BNIB-(RESMI)-i.34727920.46954040391?extraParams=%7B%22display_model_id%22%3A350381558789%2C%22model_selection_logic%22%3A3%7D&sp_atk=0036eac2-bb0a-40bb-ab10-f7de22d00230&xptdk=0036eac2-bb0a-40bb-ab10-f7de22d00230
https://down-id.img.susercontent.com/file/14d0b7370d166aece72865d5ffb7a28a,,honor 10lite murah,,Rp,2.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,,Cicilan,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=2012267378&shopid=133950189,"Scrape to BigSeller
honor 10lite murah
Rp
2.999.000
Cicilan
4-7 Hari
Bandung",https://shopee.co.id/honor-10lite-murah-i.133950189.2012267378?extraParams=%7B%22display_model_id%22%3A62740776621%2C%22model_selection_logic%22%3A3%7D&sp_atk=a76090fc-73c6-4310-861c-c1179cf3b01a&xptdk=a76090fc-73c6-4310-861c-c1179cf3b01a
https://down-id.img.susercontent.com/file/id-11134207-8224s-mgd8hfi8fswe90,,[LIKE NEW] Honor 400 Lite 8/256 GB Garansi Resmi Indonesia Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.275.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=28843438666&shopid=515774005,"Scrape to BigSeller
[LIKE NEW] Honor 400 Lite 8/256 GB Garansi Resmi Indonesia Original
Rp
3.275.000
Besok
Jakarta Utara",https://shopee.co.id/-LIKE-NEW-Honor-400-Lite-8-256-GB-Garansi-Resmi-Indonesia-Original-i.515774005.28843438666?extraParams=%7B%22display_model_id%22%3A395034592544%2C%22model_selection_logic%22%3A3%7D&sp_atk=a6edd414-5b3a-464e-bd05-66e4f425eb4b&xptdk=a6edd414-5b3a-464e-bd05-66e4f425eb4b
https://down-id.img.susercontent.com/file/sg-11134201-8258i-mgbs7z7grggd43,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"HONOR 400 5G Smartphone RAM 12GB+512GB Layar 6.55"" AMOLED l 200MP Ultra-Clear AI Main Camera I Next-Gen AI Imaging Garansi Resmi - REAL GADGET",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,7.054.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=47300248326&shopid=186534310,"Scrape to BigSeller
HONOR 400 5G Smartphone RAM 12GB+512GB Layar 6.55"" AMOLED l 200MP Ultra-Clear AI Main Camera I Next-Gen AI Imaging Garansi Resmi - REAL GADGET
Rp
7.054.000
1 Terjual
Besok
Kab. Sleman",https://shopee.co.id/HONOR-400-5G-Smartphone-RAM-12GB-512GB-Layar-6.55-AMOLED-l-200MP-Ultra-Clear-AI-Main-Camera-I-Next-Gen-AI-Imaging-Garansi-Resmi-REAL-GADGET-i.186534310.47300248326?extraParams=%7B%22display_model_id%22%3A310021428557%2C%22model_selection_logic%22%3A3%7D&sp_atk=b02ed51a-41f9-4cc0-88e9-69b53d337a79&xptdk=b02ed51a-41f9-4cc0-88e9-69b53d337a79
https://down-id.img.susercontent.com/file/id-11134207-822wm-mlrsj65laj2843,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X6C 4G 6/256GB NFC Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.799.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,-7%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=52657166801&shopid=287662257,"Scrape to BigSeller
Honor X6C 4G 6/256GB NFC Garansi Resmi
Rp
2.799.000
-7%
Besok
Semarang",https://shopee.co.id/Honor-X6C-4G-6-256GB-NFC-Garansi-Resmi-i.287662257.52657166801?extraParams=%7B%22display_model_id%22%3A310639661196%2C%22model_selection_logic%22%3A3%7D&sp_atk=b0d529ce-45a4-4bb6-aacd-e0d56e5595b7&xptdk=b0d529ce-45a4-4bb6-aacd-e0d56e5595b7
https://down-id.img.susercontent.com/file/id-11134207-822wp-mmr24ou08v7n3d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor Magic 6 Pro 12/512GB Fullset Masih Garansi,,Rp,10.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-11 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Singkawang,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=56958285847&shopid=1510670585,"Scrape to BigSeller
Honor Magic 6 Pro 12/512GB Fullset Masih Garansi
Rp
10.200.000
4-11 Hari
Singkawang",https://shopee.co.id/Honor-Magic-6-Pro-12-512GB-Fullset-Masih-Garansi-i.1510670585.56958285847?extraParams=%7B%22display_model_id%22%3A259200247350%2C%22model_selection_logic%22%3A3%7D&sp_atk=69fd371c-cea0-4053-83af-bc7792d957c1&xptdk=69fd371c-cea0-4053-83af-bc7792d957c1
https://down-id.img.susercontent.com/file/id-11134207-8224z-mkhf7vy5lnnk13,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor magic 5pro,,Rp,7.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Blitar,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=57105969645&shopid=192024693,"Scrape to BigSeller
Honor magic 5pro
Rp
7.000.000
3-6 Hari
Kab. Blitar",https://shopee.co.id/Honor-magic-5pro-i.192024693.57105969645?extraParams=%7B%22display_model_id%22%3A375542188116%2C%22model_selection_logic%22%3A3%7D&sp_atk=3115b43d-13b2-48f4-8279-5e71a128eeb0&xptdk=3115b43d-13b2-48f4-8279-5e71a128eeb0
https://down-id.img.susercontent.com/file/id-11134207-81zti-mfhua56a9ybv4c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X9C 5G 12GB+256GB - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=44408161717&shopid=1176502301,"Scrape to BigSeller
Honor X9C 5G 12GB+256GB - Garansi Resmi 1 Tahun
Rp
4.499.000
1 Terjual
2-5 Hari
Jakarta Utara",https://shopee.co.id/Honor-X9C-5G-12GB-256GB-Garansi-Resmi-1-Tahun-i.1176502301.44408161717?extraParams=%7B%22display_model_id%22%3A265689062090%2C%22model_selection_logic%22%3A3%7D&sp_atk=7cc193e0-42ce-40ad-970a-f5d85f7766f4&xptdk=7cc193e0-42ce-40ad-970a-f5d85f7766f4
https://down-id.img.susercontent.com/file/7d0cd221bc75484842db0f33ff8802bf,,HP HONOR 7S 2/16GB,,Rp,949.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,,Cicilan,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=6248768713&shopid=286497823,"Scrape to BigSeller
HP HONOR 7S 2/16GB
Rp
949.000
Cicilan
4-7 Hari
Bandung",https://shopee.co.id/HP-HONOR-7S-2-16GB-i.286497823.6248768713?extraParams=%7B%22display_model_id%22%3A40754620377%2C%22model_selection_logic%22%3A3%7D&sp_atk=30633f68-5843-4692-bb6b-7a8320d06c53&xptdk=30633f68-5843-4692-bb6b-7a8320d06c53
https://down-id.img.susercontent.com/file/id-11134207-7rask-m4b3wehyqj0afa,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Honor 70 5G No Minus All Operator,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,9 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Cicilan,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=13714502881&shopid=214295724,"Scrape to BigSeller
Honor 70 5G No Minus All Operator
Rp
4.000.000
Cicilan
5.0
9 Terjual
< 2 Hari
Surabaya",https://shopee.co.id/Honor-70-5G-No-Minus-All-Operator-i.214295724.13714502881?extraParams=%7B%22display_model_id%22%3A94988050129%2C%22model_selection_logic%22%3A3%7D&sp_atk=0eb82a04-2faa-420a-9cda-9c8989f718ff&xptdk=0eb82a04-2faa-420a-9cda-9c8989f718ff
