nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,kategori,brand,platform
Laptop Dell Vostro 3400 i5-1135G7 12GB 1TB HDD+256GB MX330 W10+OHS2019,12.300.000,,,,Laptop,Dell,Blibli
Laptop Dell Vostro 3400 i3-1115G4 4GB 1TB HDD INTEL UHD 14'' FHD W10+OHS 2019 BLACK,7.350.000,,Terjual 11,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 2IN1 5320 CORE I5 GEN 11TH RAM 16GB/SSD 256GB LAYAR 13.3 INCHI,5.850.000,,,,Laptop,Dell,Blibli
Pre-order,48.500.000,,,,Laptop,Dell,Blibli
Dell Pro 14 Essential Laptop PV14250 [Core 5-120U 8GB 512GB Windows 11 Pro 3 Years Warranty] DELL OFFICIAL,18.050.000,,,,Laptop,Dell,Blibli
Pre-order,39.000.000,,,,Laptop,Dell,Blibli
Pre-order,42.500.000,,,,Laptop,Dell,Blibli
Pre-order,73.800.000,,,,Laptop,Dell,Blibli
Pre-order,77.200.000,,,,Laptop,Dell,Blibli
Pre-order,49.500.000,,,,Laptop,Dell,Blibli
Pre-order,43.000.000,,,,Laptop,Dell,Blibli
Pre-order,53.000.000,,,,Laptop,Dell,Blibli
Pre-order,76.600.000,,,,Laptop,Dell,Blibli
Notebook Dell Inspiron Core i3 5310/8GB/256GB,7.500.000,,,,Laptop,Dell,Blibli
Dell Latitude 5410,5.700.000,,,,Laptop,Dell,Blibli
Pre-order,49.900.000,,,,Laptop,Dell,Blibli
Pre-order,57.800.000,,,,Laptop,Dell,Blibli
Pre-order,35.000.000,,,,Laptop,Dell,Blibli
Pre-order,41.600.000,,,,Laptop,Dell,Blibli
Pre-order,37.500.000,,,,Laptop,Dell,Blibli
Pre-order,42.000.000,,,,Laptop,Dell,Blibli
(NOTEBOOK NEW) DELL Inspiron 5402 i5-1135G7 8GB 512GB SSD MX330 2GB W10+OHS2019,14.290.000,,,,Laptop,Dell,Blibli
Laptop DELL VOSTRO 3405 Ryzen 3 3250U 8GB 1TB 256GB 14 HD W10 OHS2019,8.400.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 5290 2 IN 1 CORE I5 GEN 8TH RAM 8GB/SSD 256GB LAYAR 12.3 INCHI TOUCHSCREEN,4.850.000,,,,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 3530 INTEL I5 1334U 8GB RAM,10.750.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3430 INTEL I7 1255U 16GB RAM,20.300.000,,,,Laptop,Dell,Blibli
Laptop Murah DELL Latitude E6320 Core i5 Gen 2 Ram 4GB HDD 320GB 13.5INCHI,2.700.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 5330 I7 1265U 16GB 256GB SSD,23.950.000,,,,Laptop,Dell,Blibli
DELL VOSTRO 3405 LAPTOP [RYZEN3/ 4GB/ 1TB/ W10/ FREE OFFICE/ 14 HD],7.580.000,,,,Laptop,Dell,Blibli
LAPTOP DELL PRECISION MOBIL M3480 I7 1360P 32GB RAM,31.100.000,,,,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 15-5510 I5 11300H 8GB 512GB SSD,14.375.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 5330 I7 1185G7 16GB 512GB SSD,24.210.000,,,,Laptop,Dell,Blibli
LAPTOP Dell Latitude 3450 Intel Core Ultra 5 125U 8GB RAM,16.100.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3430 INTEL I5 1235U 8GB 512GB SSD,16.100.000,,,,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 5440 INTEL I5 1334U 8GB RAM 512GB SSD,10.400.000,,,,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 5440 INTEL I5 120U 16GB RAM 512GB SSD,17.250.000,,,,Laptop,Dell,Blibli
LAPTOP DELL 2 IN 1 LATITUDE 7340 INTEL I7 1365U 16GB RAM,29.985.000,,,,Laptop,Dell,Blibli
"Laptop Dell Inspiron 3530 15.6"" Touchscreen with Intel Core i5 & Core i7",10.919.090,,Terjual 2,,Laptop,Dell,Blibli
"DELL LAPTOP INSPIRON 15-3501 i5-1135G7 4GB 512GB 15,6"" W10+OHS",11.640.505,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3440 I5 1235U 16GB 512GB SSD WIN 11 PRO,16.250.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 5330 2IN1 I5 1235U 8GB 256GB SSD,21.800.000,,,,Laptop,Dell,Blibli
Laptop Dell Latitude 3420 | Intel Core i5 | RAM 4GB | Windows 10,10.300.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 5340 2IN1 I7 1365U 16GB 512GB SSD,28.500.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 7320 CORE I7 GEN 11 RAM 16GB/SSD 512GB,6.800.000,,,,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 15 3530 INTEL I7 1355U 16GB RAM 512GB SSD,14.100.000,,,,Laptop,Dell,Blibli
LAPTOP DELL Vostro 3405 AMD Ryzen 3 3250U 8GB RAM / 512GB SSD,7.250.000,,,,Laptop,Dell,Blibli
LAPTOP DELL PRECISION MOBILE M3591 INTEL ULTRA 7 165H 16GB RAM NON TOUCHSCREEN,34.800.000,,,,Laptop,Dell,Blibli
"Laptop Dell Latitude 3520 New Original Layar 15,6 Inci Intel i5 gen 12 SSD NVMe",7.250.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3440 I5 1335U 8GB 512GB SSD WIN 11 PRO,15.250.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3440 I5 1235U 16GB 512GB SSD WIN 11 PRO,16.250.000,,,,Laptop,Dell,Blibli
Laptop dell latitude e5440 Intel core i7-4600U 8gb/256gb SSD Ngebut,4.400.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 13 5330 I5 1245U 8GB 256GB SSD W11 PRO,19.100.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE E5250 CORE I5 GEN 5 RAM 8GB SSD 128GB,4.000.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3440 I7 1355U 8GB 512GB SSD WIN 11 PRO,21.500.000,,,,Laptop,Dell,Blibli
Laptop DELL Inspiron 5415 Ryzen 5 5500U 8GB 256GB 14''FHD W10+OHS2019,11.655.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 5320 I7 1185G7 16GB 256GB SSD W10 PRO,22.400.000,,,,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 5510 INTEL I7 1360P 16GB RAM / RTX2050 4GB,21.780.000,,,,Laptop,Dell,Blibli
Laptop Dell Inspiron 16 Plus 7630 - 16 Inch Core i7 Gen13 With ComfortView Plus,19.871.080,,,,Laptop,Dell,Blibli
LAPTOP DELL VOSTRO 3430 I5 1335U 8GB 512GB SSD / MX550 2GB,11.800.000,,,,Laptop,Dell,Blibli
Laptop Dell Inspiron 16 5630 - 16 Inch Core i7 Gen13 With ComfortView Plus,16.109.100,,,,Laptop,Dell,Blibli
DELL LAPTOP GAMING G15 5511 i5 11400H / 16GB / 512GB SSD WIN 11 + OHS,20.910.000,,,,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 15 5510 INTEL I5 11320H 8GB 512GB SSD W10 OHS,13.100.000,,,,Laptop,Dell,Blibli
"Dell Inspiron 5440 Notebook - Ice Blue ( Core 5-120U / 16GB / 512GB SSD / MX570A / 14"" 2.2K / Win11 / OHS / Bag )",14.500.000,5.0,Terjual 1,Blibli Video Games Flagship Store,Laptop,Dell,Blibli
DELL Latitude 3490 Laptop [Ci5-8250U/4GB/1TB/AMD 2GB/ Windows 10 Pro],13.964.050,,,Kota Jakarta Pusat,Laptop,Dell,Blibli
Laptop Dell Latitude 3410 i3-10110U,8.300.000,,,,Laptop,Dell,Blibli
DELL Vostro 14 3480 Notebook [i5-8265U/ 4 GB/ 1 TB/ AMD Radeon 2GB/ WIN] GARANSI RESMI,9.646.000,,Terjual 3,Kota Jakarta Pusat,Laptop,Dell,Blibli
"DELL XPS 13 7390 Laptop - Silver [13.4""/ UHD 4K Touch/ Ci7-1065G7/ 16GB/ 512 GB SSD/ Intel HD/ Windows 10 Pro]",39.560.000,,,Kota Jakarta Pusat,Laptop,Dell,Blibli
Laptop DELL e5410 core i5 FREE tas new,2.500.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3320 I7 1165G7,15.100.000,,,,Laptop,Dell,Blibli
Laptop Dell Latitude E7240 Core i7 Ram 8Gb Ssd 256Gb Slim - Laptop Dell Core i7 Gen 4,4.300.000,,,,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 14 5430 I5 1335U,11.150.000,,,,Laptop,Dell,Blibli
Notebook DELL Latitude 3410 [Core i3-10110U/8GB/1TB HDD/Win10],7.959.005,,,Kota Bandung,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3420 I5 1135G7 4GB 512GB SSD,11.190.000,,,,Laptop,Dell,Blibli
LAPTOP DELL VOSTRO 13 5310 I5-11300H 8GB 512GB SSD,15.850.000,,,,Laptop,Dell,Blibli
"Laptop Dell Latitude 7310 Core i5 Gen 10 Ram 16, SSD 256 GB",4.700.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE E7470 CORE I7-6th RAM 8GB SSD 250GB,3.000.000,5.0,Terjual 6,,Laptop,Dell,Blibli
DELL LATITUDE 5340 INTEL CORE I5 1345 8GB SSD 512GB W11 PRO 14 INCH NEW,14.699.000,,,Kota Jakarta Pusat,Laptop,Dell,Blibli
DELL PRO 14 ESSENTIAL PV14255 RYZEN 5 220 8GB 512GB 14.0 WUXGA,8.989.000,,,Kota Jakarta Utara,Laptop,Dell,Blibli
"DELL MOBILE PRECISION 3541 i7 9850H/ 8GB/ 512GB/Nvidia Quadro P620 4GB/15.6""FHD/ BATTERY Up To 20Hrs/W10Pro/ RESMI/ FREE***",35.100.000,,,Kota Jakarta Pusat,Laptop,Dell,Blibli
Laptop Dell Latitude 3420 i3 | RAM 4GB DDR4 | Windows 10,8.300.000,,,,Laptop,Dell,Blibli
DELL 14 CORE 5 120U 10 CORES TURBO BOOST UP TO 5GHZ RAM 8GB SSD 512GB / UP JD 1TB W11 FREE OFFICE ORIGINAL 14 INCH GARANSI RESMI BARU,14.399.000,,,Kota Jakarta Pusat,Laptop,Dell,Blibli
Laptop Dell Inspiron 5430 Plus (14 Inch Core i7 Gen13) With ComfortView Plus,14.903.080,,,,Laptop,Dell,Blibli
Notebook DELL Latitude 3410 [Core i3-10110U/4GB/1TB HDD/Win10],7.362.005,,,Kota Bandung,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 5440 I7 150U 16GB RAM,17.600.000,,,,Laptop,Dell,Blibli
"Laptop Dell Inspiron 3535 15.6"" Touchscreen with AMD Ryzen 7 7730",9.505.020,,,,Laptop,Dell,Blibli
"Dell Latitude D420 Engsel - Pengganti yang Tahan Lama, Meningkatkan Kualitas Penggunaan IH",27.999,,,Kota Surabaya & kota lainnya,Laptop,Dell,Blibli
"Dell Inspiron 11 3168 Notebook - Red [11"" Touch/N3710/4GB/500GB/Win10]",5.728.150,,,Kota Jakarta Pusat,Laptop,Dell,Blibli
"Dell Latitude D420 Engsel - Pengganti yang Tahan Lama, Meningkatkan Kualitas Penggunaan IH",27.999,,,Kota Surabaya & kota lainnya,Laptop,Dell,Blibli
"DELL Inspiron 14 3467 Notebook - Black/Blue* [14""/i3-6006U/4GB/1TB/DVDRW/UBT]  GARANSI RESMI - - -  FREE BACKPACK DELL ORI]",6.840.000,,,Kota Jakarta Pusat,Laptop,Dell,Blibli
Dell XPS 13 9370 Notebook - Silver [Ci7-8550U/8GB/256GB/Intel UHD/Windows 10 Pro]GARANSI RESMI - FREE WIRELESS- FREE BACKPACK ORI DELL - FREE CLEANER,30.685.000,,,Kota Jakarta Pusat,Laptop,Dell,Blibli
LAPTOP DELL E5520 CORE i5 RAM 4 GB HDD 320 GB,2.800.000,,,,Laptop,Dell,Blibli
Laptop Dell Latitude E6430 Core i5 -Gen 3 Slim dan mulus,2.800.000,,,,Laptop,Dell,Blibli
"Laptop Dell latitude 5420 Core i5 Ram 4gb/HDD 320gb Layar 14"" Inchi",2.700.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3440 I5 1235U 8GB 512GB SSD WIN 11 HOME,12.250.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 3440 I7 1355U 16GB 512GB SSD WIN 11 PRO,21.800.000,,,,Laptop,Dell,Blibli
Laptop Dell Vostro 14 3405 Ryzen 3-3250U 4GB 1TB 14'' FHD Win10+OHS,7.099.000,,,,Laptop,Dell,Blibli
LAPTOP DELL INSPIRON 5440 INTEL i5-1334U 8GB RAM 512GB SSD CARBON BLACK,10.650.000,,,,Laptop,Dell,Blibli
"LAPTOP DELL LATITUDE 7250 CORE I7 GEN 5TH RAM 8GB/SSD 256GB 12.5"" INCHl",3.500.000,,,,Laptop,Dell,Blibli
"LAPTOP DELL LATITUDE E7480 CORE I5 GEN 6TH RAM 8GB/SSD 256GB 14"" INCHI",4.600.000,,,,Laptop,Dell,Blibli
Laptop Dell Vostro 14-5410 Intel Core i5-11320H SSD 512GB FHD + FREE BAG ASLI (Bogor),7.777.777,,,,Laptop,Dell,Blibli
"Laptop Dell Latitude E6420 Core i5 GEN 2 / Ram 4gb /HDD 320gb /Mouse/ Tas/14""",2.700.000,,,,Laptop,Dell,Blibli
LAPTOP DELL LATITUDE 5320 CORE I5 GEN 11TH RAM 16GB/256GB LAYAR 13.3 INCHI,6.500.000,,,,Laptop,Dell,Blibli
"Dell Latitude D420 Engsel - Pengganti yang Tahan Lama, Meningkatkan Kualitas Penggunaan IH",27.999,,,Kota Surabaya & kota lainnya,Laptop,Dell,Blibli
"Dell Latitude D420 Engsel - Pengganti yang Tahan Lama, Meningkatkan Kualitas Penggunaan IH",27.999,,,Kota Surabaya & kota lainnya,Laptop,Dell,Blibli
"Dell Latitude D420 Engsel - Pengganti yang Tahan Lama, Meningkatkan Kualitas Penggunaan IH",27.999,,,Kota Surabaya & kota lainnya,Laptop,Dell,Blibli
"Dell Latitude D420 Engsel - Pengganti yang Tahan Lama, Meningkatkan Kualitas Penggunaan IH",27.999,,,Kota Surabaya & kota lainnya,Laptop,Dell,Blibli
"Dell Latitude D420 Engsel - Pengganti yang Tahan Lama, Meningkatkan Kualitas Penggunaan IH",27.999,,,Kota Surabaya & kota lainnya,Laptop,Dell,Blibli
"Dell Latitude D420 Engsel - Pengganti yang Tahan Lama, Meningkatkan Kualitas Penggunaan IH",27.999,,,Kota Surabaya & kota lainnya,Laptop,Dell,Blibli
Asus TUF F15 FX507ZC4 I535B6M O Core i5 12500H 16GB 512GB SSD RTX3050 4GB 15.6 inc FHD 144Hz Win 11 Home OHS 2021,13.297.000,,,,Laptop,Asus,Blibli
ASUS VIVOBOOK S14 S3407QA SNAPDRAGON X1 16GB 512GB W11+OHS+M365B 14.0WQXGA IPS 2.5K SLV -IPSP152M,10.021.550,,,,Laptop,Asus,Blibli
ASUS GAMING V16 V3607VH CORE 7 240H RTX5060 6GB/ 16GB 512GB W11+OHS+M365 16.WUXGA 144HZ BLK,20.449.000,,,,Laptop,Asus,Blibli
ASUS TUF F16 FX608JMR I7 14650HX RTX5060 8GB/ 16GB 1TB W11+OHS+M365B 16.0 WUXGA 165HZ 100SRGB (BOX MOU) GRY,25.699.000,,,,Laptop,Asus,Blibli
Asus VIVOBOOK 14 A1407QA SNAPDRAGON X X1 26100 16gb 512gb W11+OHS 14.0 WUXGA VIPS,10.211.550,,,,Laptop,Asus,Blibli
Asus V16 V3607VJ I535B8T HM Core 5 210H 16GB 512GB SSD RTX3050 6GB 16″ WUXGA Win 11 Home OHM 2024 M365 Matte Black,12.833.500,,Terjual 1,,Laptop,Asus,Blibli
ASUS ROG Strix G16 G614JU I745J8G i7-13650HX 16G 512G RTX4050 16 inc FHD 165Hz W11,23.906.000,,,,Laptop,Asus,Blibli
ASUS ROG STRIX G16 G614PM RYZEN 9 8940HX RTX5060 8GB - 16GB 1TB W11+OHS+M365B 16.OWQXGA 240HZ 100DCIP3 (BOX MOU) GRY,28.799.000,,,,Laptop,Asus,Blibli
ASUS ROG STRIX G16 G615JHR I7 14650HX RTX5050 8GB/ 16GB 512GB W11+OHS+M365B 16.OWQXGA 240HZ (BOX MOU) GRY,27.249.000,,,,Laptop,Asus,Blibli
Asus Vivobook 14X K3405VF Core i5 13500H 8GB 512GB SSD RTX2050 4GB 14 inc WUXGA IPS Win 11 Home OHS 2021,12.855.000,5,Terjual 1,,Laptop,Asus,Blibli
ASUS TUF F16 FX608JPR I7 14650HX RTX5070 8GB/ 32GB 1TB W11+OHS+M365B 16.0 WQXGA 165HZ 100SRGB (BOX MOU) GRY,30.499.000,,,,Laptop,Asus,Blibli
ASUS TUF Gaming F15 FX507ZC4 I535B1M I5-12500H RAM 8GB SSD 512GB RTX3050 15 inc W11,12.679.000,,,,Laptop,Asus,Blibli
ASUS ZENBOOK A14 UX3407QA SNAPDRAGON X X126100 16GB 512GB W11+OHS+O356 14.0WUXGA IPS BEIGE -IPSP151M,16.291.550,,,,Laptop,Asus,Blibli
ASUS ROG STRIX G16 G615LR ULTRA 9 275HX RTX5070TI 12GB/ 32GB 2TB W11+OHS 16.0QHD 240HZ (BOX MOU) GRAY,45.999.000,,,,Laptop,Asus,Blibli
ASUS TUF F16 FX608JHR I7 14650HX RTX5050 8GB/ 16GB 512GB W11+OHS+M365B 16.0WUXGA 165HZ 100SRGB (BOX MOU) GRAY,23.779.000,,,,Laptop,Asus,Blibli
ASUS ROG ZEPHYRUS G16 OLED GU605CP ULTRA 9 285H RTX5070 8GB/ 32GB 2TB W11+OHS+M365B 16.0WQXGA 240HZ (BOX MOU) GRY,45.949.000,,,,Laptop,Asus,Blibli
ASUS TUF F16 FX607VU I5 210H RTX4050 6GB/ 16GB 512GB W11+OHS+M365B 16.0WUXGA 165HZ 100SRGB,19.629.000,,,,Laptop,Asus,Blibli
ASUS ROG ZEPHYRUS G16 OLED GU605CP ULTRA 9 285H RTX5060 8GB/ 32GB 1TB W11+OHS+M365B 16.0WQXGA 240HZ (BOX MOU) GRY,40.129.000,,,,Laptop,Asus,Blibli
"ASUS K6502ZC-OLEDS551 15.8inc,2.8K,i5-12450H.RTX3050.16GB.512G.OPI.W11.Blue",17.299.000,,,,Laptop,Asus,Blibli
ASUS ROG ZEPHYRUS G14 OLED GA403UH RYZEN 9 270 RTX5050 8GB/ 32GB 1TB W11+OHS+M365B 14.0WQXGA 120HZ (BOX MOU) GRY,33.199.000,,,,Laptop,Asus,Blibli
ASUS ROG STRIX G16 G615LH ULTRA 7 255HX RTX5050 8GB/ 16GB 512GB W11+OHS+M365B 16.OWQXGA 240HZ (BOX MOU) GRY,28.199.000,,,,Laptop,Asus,Blibli
"ASUS TUF 15 FA506NCG RYZEN 7 7445HS RTX3050 4GB/ 8GB 512GB W11+OHS+M365B 15.6FHD 144HZ IPS RGB BLK -R735B1T-OM - Non Paket, 8/512",13.549.000,,,,Laptop,Asus,Blibli
"ASUS ROG STRIX G16 G615LM ULTRA 9 275HX RTX5060 8GB/ 32GB 1TB W11+OHS+M365B 18.0/ 16,0WQXGA 240HZ 100DCIP3 (BOX MOU) GRY",36.499.000,,,,Laptop,Asus,Blibli
Laptop ASUS V16 V3607VU-I545B7T-HM Intel Core 5 210H RAM 16GB DDR5 SSD 512GB RTX 4050 6GB 16″ WUXGA 144Hz Win 11 Home+OHM 2024+M365 Matte Black,14.500.000,,,Kab. Deli Serdang,Laptop,Asus,Blibli
Laptop ASUS ROG Strix G16 G614JU-I545J6G-HM Core i5 13540HX RAM 16GB DDR5 512GB SSD RTX 4050 6GB 16″ FHD+ IPS 165Hz Win 11 Home+OHS 2021 Eclipse Gray,18.999.000,,,Kota Medan & kota lainnya,Laptop,Asus,Blibli
"Laptop Gaming ASUS V16 V3607VU-I745B7T-HM GeForce RTX 4050 6GB Core 7 240H RAM 16GB SSD 512GB 16"" WUXGA Win 11 Home+OHS 2024+M365 Black",18.499.000,,,Kota Medan,Laptop,Asus,Blibli
LAPTOP GAMING ASUS V3607VU-I745B7T-HM Intel Core 7-240H/RTX4050_V6G/16G/512G/144Hz 16:10/WIN11/2Y Global(1st Y VIP)/BAG/MatteBlack/OHS2024+M365(1Y),17.000.000,,Terjual 1,Kota Bandung,Laptop,Asus,Blibli
"ASUS Laptop Vivobook 14 K3405VF VIPS551 Intel Core I5 13500H 8GB 512GB SSD 14"" VIPS WUXGA W11 NVIDIA GeForce RTX 2050 4GB Indie Black",12.811.212,,,Kota Surabaya,Laptop,Asus,Blibli
Asus TUF FX505GD - I7501T Slim Bezel Gaming Laptop - Red Fusion [i7-8750H/ GTX1050 4GB],14.990.060,,Terjual 100,Kota Surabaya,Laptop,Asus,Blibli
"Asus TUF A15 FA506NCG-R735B6T-HM Gaming Laptop - Graphite Black [R7-7445HS/RTX3050 4GB/16GB/512GB/Win 11/OHS24+365/15.6"" FHD IPS 144Hz] FREE Bag",14.201.550,5,Terjual 83,Blibli Flagship (Komputer) Flagship Store,Laptop,Asus,Blibli
"ASUS TUF A15 FA507NUR-R745K6G-OM Gaming Laptop [AMD Ryzen 7 7435HS/16GB/512GB SSD/RTX4050 6GB/15.6"" FHD IPS 144Hz/WIN11+OHS]",16.799.000,5,Terjual 35,Kota Medan,Laptop,Asus,Blibli
"ASUS TUF F16 FX608JPR-I757G9G-HM Gaming Laptop-Gray [i7-14650HX/RTX 5070 8G/32GB/1TB/RGB/WIN11/OHS 24+365/WQXGA 15.6"" 165Hz 100% sRGB] Free Bag",28.949.000,5,Terjual 2,Blibli Flagship (Komputer) Flagship Store,Laptop,Asus,Blibli
"ASUS TUF A16 FA608UM-R7N56J6G-HM Gaming Laptop-Gray [R7-260/RTX 5060 8G/16GB/512GB/RGB/WIN11/OHS 24+365/WQXGA 15.6"" 165Hz 100% sRGB] Free Bag",23.149.000,5,Terjual 8,Blibli Flagship (Komputer) Flagship Store,Laptop,Asus,Blibli
Asus ROG Strix G16 G614PM-R9N56C6G-HM Gaming Laptop-Gray [R9-8940HX/RTX5060 8GB/16GB/SSD 1TB/2.5K 16″ 240Hz DCI-P3 100%/Win11/OHS24+M365] FREE Bag+ Ms,28.949.000,,Terjual 1,Blibli Flagship (Komputer) Flagship Store,Laptop,Asus,Blibli
"ASUS K6502HE-OLEDS951 Notebook - Quiet Blue ( i9-11900H / 16GB / 512GB SSD / RTX3050Ti / 15.6"" OLED 2.8k / Win11 / OHS )",24.000.000,,Terjual 1,Kota Bandung & kota lainnya,Laptop,Asus,Blibli
"ASUS Vivobook 14 A1404VAP-VIPS7113M Notebook - Cool Silver ( Core 7-150U / 16GB / 1TB SSD / UMA / 14"" VIPS FHD / W11 / OH24+M365 )",15.626.550,,Terjual 3,Blibli Flagship (Komputer) Flagship Store,Laptop,Asus,Blibli
"ASUS Vivobook S14 M3407HA-VIPS7111M Notebook - Matte Gray ( Ryzen 7-260 / 16GB / 1TB SSD / UMA / 14"" VIPS 2K / Win11 / OHS2024+M365 )",12.586.550,5,Terjual 29,Blibli Flagship (Komputer) Flagship Store,Laptop,Asus,Blibli
"ASUS Vivobook 14 A1404VAP-VIPS7111M Notebook - Quiet Blue ( Core 7-150U / 16GB / 1TB SSD / UMA / 14"" VIPS FHD / W11 / OH24+M365 )",15.626.550,5,Terjual 7,Blibli Flagship (Komputer) Flagship Store,Laptop,Asus,Blibli
"ASUS Vivobook S14 M3407HA-VIPS7112M Notebook - Cool Silver ( Ryzen 7-260 / 16GB / 1TB SSD / UMA / 14"" VIPS 2K / Win11 / OHS2024+M365 )",15.626.550,"3,6",Terjual 19,Blibli Flagship (Komputer) Flagship Store,Laptop,Asus,Blibli
"ASUS Vivobook 14 A1404VAP-VIPS5151M Notebook - Quiet Blue ( Core 5 120U / 8GB+8GB (16GB) / 512GB SSD / UMA / 14"" VIPS FHD / W11 / OHS24+M365 )",12.776.550,5,Terjual 11,Blibli Flagship (Komputer) Flagship Store,Laptop,Asus,Blibli
Asus Rog Zephyrus M16 GU603ZM-I736G6T-O|i7-12700H/16G/512G/RTX3060-6G,22.599.000,,,Kota Medan,Laptop,Asus,Blibli
Asus ROG Strix G16 G614JV-I746J7G-O|i7-13650HX/16G/1TB/RTX4060-8G,28.765.000,,,Kota Medan,Laptop,Asus,Blibli
"ASUS V16 V3607VH I7N55B6T HM Core 7 240H/16GB/512GB SSD/GeForce RTX 5050 8GB/16"" WUXGA/W11",18.369.000,5,Terjual 3,Kota Medan,Laptop,Asus,Blibli
"ASUS V16 V3607VH I5N55B6T HM Core 5 210H/16GB/512GB SSD/GeForce RTX 5050 8GB/16"" WUXGA/W11",16.839.000,,Terjual 2,Kota Medan,Laptop,Asus,Blibli
"Laptop ASUS V16 V3607VU I545B7T HM Core 5 210H/16GB/512GB SSD/RTX4050/16"" WUXGA/W11",13.690.000,,,,Laptop,Asus,Blibli
"ASUS TUF Gaming F16 FX608JHR I7N55J6G HM i7 14650HX/16GB/512GB SSD/GeForce RTX 5050 8GB/16"" WUXGA 165Hz/W11",27.549.000,,Terjual 1,Kota Medan,Laptop,Asus,Blibli
ASUS GAMING ROG ZEPHYRUS G14 GA403WM-R9N56OL6G-HM GRAY AMD AI 9-HX370 32GB 1TB RTX 5060 8GB GDDR7 WIN 11 HOME + OFFICE HOME 2024,37.897.000,,Terjual 1,Kota Surabaya,Laptop,Asus,Blibli
"ASUS GAMING ROG STRIX G16 G615LR-I9NT7C6G-HM GREY INTEL ULTRA 9-275HX 32GB 2TB RTX 5070Ti 12GB WIN 11 + OH 2024, TIPE NON BUNDLE, RAM TETAP 32GB",46.084.000,,,Kota Surabaya,Laptop,Asus,Blibli
"ASUS GAMING ROG STRIX G16 G615LR-I9NT7C6G-HM GREY INTEL ULTRA 9-275HX 32GB 2TB RTX 5070Ti 12GB WIN 11 + OH 2024, TIPE BUNDLE DELUXE, RAM TETAP 32GB",46.284.000,,,Kota Surabaya,Laptop,Asus,Blibli
"ASUS GAMING ROG STRIX G16 G615LR-I9NT7C6G-HM GREY INTEL ULTRA 9-275HX 32GB 2TB RTX 5070Ti 12GB WIN 11 + OH 2024, TIPE BUNDLE AMAN, RAM TETAP 32GB",46.649.000,,,Kota Surabaya,Laptop,Asus,Blibli
"ASUS GAMING ROG STRIX G16 G615LR-I9NT7C6G-HM GREY INTEL ULTRA 9-275HX 32GB 2TB RTX 5070Ti 12GB WIN 11 + OH 2024, TIPE BUNDLE DELUXE, RAM JADI 64GB",55.634.000,,,Kota Surabaya,Laptop,Asus,Blibli
"ASUS GAMING ROG STRIX G16 G615LR-I9NT7C6G-HM GREY INTEL ULTRA 9-275HX 32GB 2TB RTX 5070Ti 12GB WIN 11 + OH 2024, TIPE BUNDLE PREMIUM, RAM JADI 64GB",55.734.000,,,Kota Surabaya,Laptop,Asus,Blibli
"ASUS GAMING ROG STRIX G16 G615LR-I9NT7C6G-HM GREY INTEL ULTRA 9-275HX 32GB 2TB RTX 5070Ti 12GB WIN 11 + OH 2024, TIPE BUNDLE PREMIUM, RAM TETAP 32GB",46.384.000,,,Kota Surabaya,Laptop,Asus,Blibli
"ASUS GAMING ROG STRIX G16 G615LR-I9NT7C6G-HM GREY INTEL ULTRA 9-275HX 32GB 2TB RTX 5070Ti 12GB WIN 11 + OH 2024, TIPE NON BUNDLE, RAM JADI 64GB",55.434.000,,,Kota Surabaya,Laptop,Asus,Blibli
