nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,brand,kategori,kondisi,platform
HUAWEI P40 8/128GB GARANSI RESMI HUAWEI - Black,Rp6.499.000,,,,Huawei,Hp,Baru,Tokopedia
HUAWEI MATE 40 PRO 5G - 512GB /256GB / 128GB - BNIB - Original HUAWEI - global,Rp9.290.000,4.6,Terjual 30+,Kota Administrasi Jakarta Pusat,Huawei,Hp,Baru,Tokopedia
HUAWEI Pura 80 Series Smartphone Basic/Pro/Ultra - 12GB | 16GB / 256GB | 512GB - (Basic) Frosted Black,Rp9.899.010,4.9,Terjual 21,Kota Tangerang Selatan,Huawei,Hp,Baru,Tokopedia
HUAWEI Mate X6 Ram 12/512GB Smartphone Garansi Resmi Huawei 1 Tahun - NEBULA RED,Rp18.632.670,,1 barang berhasil terjual,Kota Administrasi Jakarta Barat,Huawei,Hp,Baru,Tokopedia
"HONOR 400 5G Smartphone RAM 12GB+512GB 6.55"" AMOLED l 200MP Ultra-Clear AI Main Camera I Next Gen AI Imaging Garansi Resmi - Blue, Simple",Rp6.999.000,,,,Huawei,Hp,Baru,Tokopedia
HUAWEI PURA 80 12/256 GB GARANSI RESMI HUAWEI INDONESIA TERMURAH - Black,Rp10.610.500,5.0,Terjual 5,Kota Surabaya,Huawei,Hp,Baru,Tokopedia
HUAWEI Nova 14 Pro RAM 12/512GB Camera 50 MP Front Dual Camera Smart AI 100W - Black,Rp8.499.000,,1 barang berhasil terjual,Kota Bandung,Huawei,Hp,Baru,Tokopedia
HUAWEI Pura 80 12GB/256GB | True-to-Life XMAGE Camera | Kunlun Glass | Smart AI | Garansi Resmi - Frosted Gold,Rp10.999.000,5.0,Terjual 9,Kota Surabaya,Huawei,Hp,Baru,Tokopedia
Huawei Pura 80 Ultra 16/512GB  6.8 Inch Garansi Resmi - Golden Black,Rp20.999.000,,,,Huawei,Hp,Baru,Tokopedia
Huawei Y9 Prime(2019)4G SmartPhone Battery capacity 4000mAh 16MP Camera full screen unlocked used phone,Rp3.830.000,,,Kota Administrasi Jakarta Timur,Huawei,Hp,Baru,Tokopedia
Huawei P20 Pro -128GB - RAM 6GB 40Mp P20Pro - Garansi - Original 100% - Hitam,Rp5.328.750,4.2,Terjual 27,Kota Administrasi Jakarta Pusat,Huawei,Hp,Baru,Tokopedia
HUAWEI nova 14 Pro Smartphone l True-to-Life Color Camera | 50 MP Front Dual Camera l Smart AI | 100W - Crystal Blue,Rp8.499.000,,,,Huawei,Hp,Baru,Tokopedia
huawei honor 9 lite,Rp4.300.000,5.0,Terjual 3,Kota Samarinda,Huawei,Hp,Baru,Tokopedia
"(DCG) HUAWEI MATE X7 16/512 GB GARANSI RESMI FOLDABLE SMARTPHONE - WHITE, HEMAT",Rp26.995.000,,1 barang berhasil terjual,Kota Medan,Huawei,Hp,Baru,Tokopedia
huawei p50 pro 8/256gb original garansi resmi huawei indonesia segel,Rp14.599.000,,,Kota Batam,Huawei,Hp,Baru,Tokopedia
HUAWEI NOVA 5T 8/128GB GARANSI RESMI HUAWEI INDONESIA - 2ND,Rp3.299.000,,,,Huawei,Hp,Baru,Tokopedia
Huawei Mate 30 Pro 256GB 8GB RAM 40MP Garansi Resmi Indonesia,Rp8.000.000,5.0,Terjual 1,Kota Bandung,Huawei,Hp,Baru,Tokopedia
Huawei P30 Pro RAM 8GB Internal 256GB Warna Aurora Garansi Resmi Quad Camera Leica,Rp6.150.000,,,Kota Administrasi Jakarta Pusat,Huawei,Hp,Baru,Tokopedia
Huawei Nova 5T 8/128GB Ex Resmi Huawei Indonesia,Rp2.700.000,5.0,Terjual 1,Kab. Bondowoso,Huawei,Hp,Baru,Tokopedia
HUAWEI Mate X7 Smartphone | 16GB/512GB | Ultra Thin and Durable | True-to-Color Camera | Ultra-long Battery Life | Smart AI - Brocade White,Rp27.749.000,5.0,Terjual 13,Kota Administrasi Jakarta Barat,Huawei,Hp,Baru,Tokopedia
[NEW] HONOR 400 5G RAM 12GB STORAGE 512GB - DESSERT GOLD,Rp7.489.000,,,,Huawei,Hp,Baru,Tokopedia
Huawei Pura 80 Basic 16/256Gb. Warna black,Rp9.300.000,,27 barang berhasil terjual,Kota Makassar,Huawei,Hp,Baru,Tokopedia
HUAWEI NOVA 9  RAM 8/256GB GARANSI RESMI HUAWEI - Black,Rp5.449.000,,,,Huawei,Hp,Baru,Tokopedia
HUAWEI HONOR 4C WIFI ONLY | TYPE LAMA,Rp599.000,,,Kab. Karawang,Huawei,Hp,Baru,Tokopedia
Huawei Nova 13 Pro 12GB/512GB Garansi Resmi,Rp6.999.000,,1 barang berhasil terjual,Kota Administrasi Jakarta Barat,Huawei,Hp,Baru,Tokopedia
HUAWEI nova 14 Pro Smartphone l True-to-Life Color Camera | 50 MP Front Dual Camera l Smart AI | 100W | Garansi Resmi - Crystal Blue,Rp8.499.000,,1 barang berhasil terjual,Kota Surabaya,Huawei,Hp,Baru,Tokopedia
"HONOR 400 Lite 5G Smartphone RAM 16GB [8GB+8GB] + ROM 256GB AI Camera Button | Ultra-Clear Camera | Ultra-tough Triple Defense Garansi Resmi - Green, Simple",Rp3.939.000,,3 barang berhasil terjual,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
HUAWEI Pura 80 | True-to-Life XMAGE Camera | Kunlun Glass | 66W SuperCharge | Smart AI (FREE HUAWEI BROVI 5G CPE H153-381 5S) - FROSTED BLACK,Rp9.999.000,5.0,Terjual 4,Kota Administrasi Jakarta Selatan,Huawei,Hp,Baru,Tokopedia
Honor 400 Lite 5G RAM 8/256GB Ram 8GB Rom 256GB Ram 8+8 Gb - Garansi Resmi Honor Indonesia Free Bonus Gift Merchendise resmi Honor pilih 1 antara Payung/Tumbler/Totebag Bonus Free Gratis Bebas pilih - Velvet Grey,Rp3.700.000,5.0,Terjual 25,Kab. Bogor,Huawei,Hp,Baru,Tokopedia
SECOND HUAWEI P30 LITE MULUS,Rp1.699.000,,1 barang berhasil terjual,Kota Administrasi Jakarta Barat,Huawei,Hp,Baru,Tokopedia
HANDPHONE HONOR 400 LITE 5G 8GB 256GB - UNIT ONLY,Rp4.359.000,,,,Huawei,Hp,Baru,Tokopedia
"HONOR 400 Lite 5G Smartphone RAM 16GB [8GB+8GB] + ROM 256GB AI Camera Button | Ultra-Clear Camera | Ultra-tough Triple Defense Garansi Resmi - Green, Simple",Rp3.938.000,5.0,Terjual 1,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
Huawei Nova 5T 8GB / 128GB GARANSI RESMI,Rp5.990.000,,1 barang berhasil terjual,Kota Bandung,Huawei,Hp,Baru,Tokopedia
HONOR 9 LITE RAM 3GB INTERNAL 32GB BIRU,Rp970.000,5.0,Terjual 4,Kota Samarinda,Huawei,Hp,Baru,Tokopedia
"Huawei P40 Pro 5G - 256GB - RAM 8GB 50Mp - Garansi 1 thn Original 100% - global, P40 PRO",Rp7.490.000,,,,Huawei,Hp,Baru,Tokopedia
Huawei Mate X7 Smartphone 16/512GB | Ultra Lighting HDR Camera | Telephoto Macro Camera | Ultra-Wide Angle Camera | EMUI 15.0 - Garansi Resmi - BLACK,Rp27.500.000,,1 barang berhasil terjual,Kota Bandung,Huawei,Hp,Baru,Tokopedia
"HUAWEI Pura 80 [ 12GB RAM + 256GB ROM ] - Frosted Gold, 12GB+256GB",Rp9.999.000,5.0,Terjual 2,Kota Surabaya,Huawei,Hp,Baru,Tokopedia
"Honor X7D 8/512GB Snapdragon 685, 6500mAh 35W, 108 MP | Garansi Resmi Honor Indonesia 1 Tahun - Free Giftbox, Desert Gold",Rp4.420.000,,,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
BNOB Huawei Y6 ram 1/8gb ex Resmi kondisi baru open box saja,Rp250.000,5.0,Terjual 3,Kota Administrasi Jakarta Pusat,Huawei,Hp,Baru,Tokopedia
Huawei Y6 LTE,Rp1.404.000,5.0,Terjual 2,Kota Malang,Huawei,Hp,Baru,Tokopedia
"HUAWEI Nova 14 Pro  |  12GB RAM + 512GB ROM - Crystal Blue, 12GB RAM + 512GB ROM",Rp8.499.000,,,,Huawei,Hp,Baru,Tokopedia
"Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun - No Bonus, 6/256 Midnight Black",Rp2.905.000,,,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
HUAWEI Nova 14 Pro Smartphone - 12GB/512GB/True-to-Life Color Camera/50 MP Front Dual Camera/Smart AI/100W - Crystal Blue,Rp8.349.000,,,,Huawei,Hp,Baru,Tokopedia
Huawei Nova 9 8GB/256GB Garansi Resmi Huawei,Rp5.999.000,5.0,Terjual 28,Kota Administrasi Jakarta Barat,Huawei,Hp,Baru,Tokopedia
HUAWEI PURA 80 PRO 12/512 GB GARANSI RESMI HUAWEI INDONESIA TERMURAH - Black,Rp12.944.700,5.0,Terjual 15,Kota Surabaya,Huawei,Hp,Baru,Tokopedia
HUAWEI Y330 SEKEN RESMI SECOND,Rp100.000,,,Kota Administrasi Jakarta Pusat,Huawei,Hp,Baru,Tokopedia
HONOR 200 PRO [12/512 GB] GARANSI RESMI,Rp8.399.000,,,Kota Makassar,Huawei,Hp,Baru,Tokopedia
HUAWEI Mate X7 Smartphone | Ultra Thin and Durable | True-to-Color Camera | Ultra-long Battery Life | Smart AI - Nebula Red,Rp27.999.000,5.0,Terjual 70+,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
Huawei Mate X7 16/512GB 8 Inch Garansi Resmi - Black,Rp25.899.000,,,,Huawei,Hp,Baru,Tokopedia
huawei nova 9,Rp6.700.000,5.0,Terjual 11,Kota Batam,Huawei,Hp,Baru,Tokopedia
"Huawei P60 Pro 8/256GB Original Kondisi Mulus 99% Layar Bersih Tidak Ada Shadow - Hijau, No Regis Imei Becuk",Rp5.200.000,5.0,Terjual 4,Kab. Pringsewu,Huawei,Hp,Baru,Tokopedia
HUAWEI NOVA 7  8/256GB (5G) GARANSI RESMI HUAWEI - Nova 7 Bundling,Rp4.977.000,4.3,Terjual 6,Kota Administrasi Jakarta Utara,Huawei,Hp,Baru,Tokopedia
HONOR 400 [12/512 GB] GARANSI RESMI,Rp6.675.000,,1 barang berhasil terjual,Kota Makassar,Huawei,Hp,Baru,Tokopedia
huawei nova 9 8/256gb garansi resmi - Biru,Rp9.999.000,,,,Huawei,Hp,Baru,Tokopedia
HUAWEI Y7 PRIME 3 32GB MURAH GARANSI RESMI 1 TAHUN - Emas,Rp1.420.000,5.0,Terjual 1,Kab. Bengkalis,Huawei,Hp,Baru,Tokopedia
Honor 200 Pro 5G 12/512GB NEW (8927 Moonlight White),Rp6.990.000,,,Kota Kediri,Huawei,Hp,Baru,Tokopedia
HONOR 9 LITE 3 32GB MURAH GARANSI RESMI 1 TAHUN,Rp1.420.000,,,Kab. Bengkalis,Huawei,Hp,Baru,Tokopedia
"HONOR X6C 6GB/256GB NFC MediaTek Helio G81 Ultra, 5300mAh 35W | Garansi Resmi Honor Indonesia 1 Tahun - Moonlight White",Rp3.050.000,,,Kota Bekasi,Huawei,Hp,Baru,Tokopedia
"HUAWEI HONOR HOLLY H3C LITE, RESMI, Baru, New - Putih",Rp750.000,,,,Huawei,Hp,Baru,Tokopedia
Honor X9c 5G 12/256 new garansi resmi free Buds x7 Lite - jade cyan,Rp5.650.000,,,,Huawei,Hp,Baru,Tokopedia
HUAWEI NOVA 5T RAM 8/128 GARANSI RESMI HUAWEI INDONESIA - Biru,Rp5.899.000,4.9,Terjual 80+,Kota Administrasi Jakarta Barat,Huawei,Hp,Baru,Tokopedia
"HONOR 400 LITE 5G 8GB/256GB - AMOLED 6.7"" 120Hz - 108MP Kamera - 35W Carger Cepat - Garansi Resmi Handphone",Rp4.049.000,,,Kab. Malang,Huawei,Hp,Baru,Tokopedia
"Huawei Mate X3 512GB ROM 12GB RAM 4000-4999MAh 7.85"" inc - Putih",Rp5.550.000,,1 barang berhasil terjual,Kota Administrasi Jakarta Timur,Huawei,Hp,Baru,Tokopedia
HONOR X7D 4G 8/512 GB -- Garansi Resmi,Rp4.699.000,,,Kota Denpasar,Huawei,Hp,Baru,Tokopedia
"HONOR 400 Lite 5G Smartphone RAM 8GB/256GB AI Camera Button | Ultra-Clear Camera | Ultra-tough Triple Defense Garansi Resmi - Green, Simple",Rp3.919.000,4.7,Terjual 21,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
HONOR X9C 5G (12/512) NEW,Rp3.250.000,,2 barang berhasil terjual,Kab. Morowali,Huawei,Hp,Baru,Tokopedia
HUAWEI P30 LITE 6/128GB NEW SEGEL GARANSI RESMI,Rp2.990.000,4.0,Terjual 2,Kota Administrasi Jakarta Barat,Huawei,Hp,Baru,Tokopedia
Huawei Ponsel Layar Lebar dengan Kamera Ganda dan Desain Elegan untuk Penggunaan Harian 50%,Rp1.000.000,,,Kota Banjarmasin,Huawei,Hp,Baru,Tokopedia
HUAWEI HONOR X9C 5G 12/256 Garansi resmi,Rp4.599.000,,1 barang berhasil terjual,Kota Surabaya,Huawei,Hp,Baru,Tokopedia
HUAWEI MATE X6 [12/512 GB] GARANSI RESMI,Rp24.999.000,,,Kota Makassar,Huawei,Hp,Baru,Tokopedia
"HUAWEI NOVA 14 PRO (12/512) - GARANSI RESMI - 12/512, Black",Rp8.499.000,,,Kota Banjarmasin,Huawei,Hp,Baru,Tokopedia
HUAWEI nova 14 Pro 12/512GB - Garansi Resmi - Black,Rp8.399.000,,5 barang berhasil terjual,Kota Semarang,Huawei,Hp,Baru,Tokopedia
HUAWEI nova 14 Pro Smartphone l True-to-Life Color Camera | 50 MP Front Dual Camera l Smart AI | 100W - Crystal Blue,Rp8.479.000,,,,Huawei,Hp,Baru,Tokopedia
"(DCG) HUAWEI nova 14 Pro Smartphone l True-to-Life Color Camera | 50 MP Front Dual Camera l Smart AI | 100W - Crystal blue, HEMAT",Rp8.400.000,4.8,Terjual 50+,Kota Medan,Huawei,Hp,Baru,Tokopedia
HONOR 400 LITE [8/256 GB] GARANSI RESMI,Rp3.850.000,,1 barang berhasil terjual,Kota Makassar,Huawei,Hp,Baru,Tokopedia
HUAWEI Pura 80 Pro Smartphone | 1-inch Sensor | Macro Telephoto | Kunlun Glass | 100W | Smart AI - Glazed Red,Rp13.199.000,,,,Huawei,Hp,Baru,Tokopedia
"HUAWEI Pura 80 Smartphone l Ultra Chroma XMAGE Camera l Dual HUAWEI SuperCharge l Smart AI Features - Gold, Simple",Rp9.549.000,5.0,Terjual 16,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
HONOR 400 LITE 5G 8/256GB GARANSI RESMI NEW FREE GIFT,Rp3.899.000,,,Kota Bekasi,Huawei,Hp,Baru,Tokopedia
Honor 400 Lite 5G 8/256 GB Garansi Resmi - 8/256 Marrs Green,Rp4.165.000,,1 barang berhasil terjual,Kota Administrasi Jakarta Pusat,Huawei,Hp,Baru,Tokopedia
"Honor X7D 8/512GB Velvet Black Dessert Gold Garansi Resmi 1 Tahun - 8/512GB, Velvet Black",Rp4.499.000,5.0,Terjual 29,Kota Administrasi Jakarta Pusat,Huawei,Hp,Baru,Tokopedia
"HUAWEI Pura 80 Ultra 80Ultra 80 PRO 80PRO Smartphone | 10x Optical Zoom | 1-inch Sensor | Kunlun Glass | 100W | Smart AI - PURA 80 ULTRA, Prestige Gold",Rp20.888.000,,6 barang berhasil terjual,Kota Bandung,Huawei,Hp,Baru,Tokopedia
"HUAWEI Pura 80 Ultra Smartphone dengan Kamera Dual Telephoto 1-inch Ultra Lighting HDR & Fitur Smart AI Kirin 9020 16GB RAM 512GB ROM IP68 IP69 - Prestige Gold, Simple",Rp19.698.900,,,,Huawei,Hp,Baru,Tokopedia
Huawei Mate 40 Pro 5G 8/256GB Original Kondisi Mulus 99% Layar Bersih Tidak Ada Shadow - Putih,Rp5.000.000,5.0,Terjual 2,Kab. Pringsewu,Huawei,Hp,Baru,Tokopedia
(NEW 2026) HUAWEI nova 14 Pro Smartphone l True-to-Life Color Camera | 50 MP Front Dual Camera l Smart AI | 100W - BLACK,Rp8.449.000,5.0,Terjual 20,Kota Bandung,Huawei,Hp,Baru,Tokopedia
"HUAWEI Pura 80 Pro Smartphone | 1-inch Sensor | Macro Telephoto | Kunlun Glass | 100W | Smart AI - Glazed Red, Normal",Rp13.499.000,,,,Huawei,Hp,Baru,Tokopedia
HUAWEI nova 14 Pro Smartphone True-to-Life Color Camera 50 MP Front Dual Camera Smart AI 100W - Black,Rp8.399.000,,,Kab. Sleman,Huawei,Hp,Baru,Tokopedia
NEW HUAWEI ITEL P40 7/64 GB SEGEL ORI,Rp1.300.000,5.0,Terjual 12,Kota Semarang,Huawei,Hp,Baru,Tokopedia
"HUAWEI Pura 80 Pro Smartphone l 1-inch Ultra Lighting Camera l Ultra Lighting Macro Telephoto Camera l Smart AI Features - Glazed Black, Simple",Rp12.798.900,5.0,Terjual 13,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
"Huawei R4850G5 50A, kondisi new",Rp700.000,5.0,Terjual 250+,Kota Bandung,Huawei,Hp,Baru,Tokopedia
"HONOR 400 5G (12/512) - GARANSI RESMI - 12/512, Black",Rp6.999.000,,,Kota Banjarmasin,Huawei,Hp,Baru,Tokopedia
HUAWEI NOVA 9 5G 8/256 RESMI MULUS,Rp2.900.000,,,Kota Semarang,Huawei,Hp,Baru,Tokopedia
honor 8a ram 3/32gb garansi resmi Indonesia new,Rp1.299.900,,,Kab. Purwakarta,Huawei,Hp,Baru,Tokopedia
Huawei P30 Pro 8/256Gb Second Mulus - Fullset,Rp3.984.999,5.0,Terjual 3,Kab. Bogor,Huawei,Hp,Baru,Tokopedia
"HONOR 400 LITE 5G (8/256) - GARANSI RESMI - 8/256, Green",Rp3.999.000,,,,Huawei,Hp,Baru,Tokopedia
HUAWEI Pura 80 Pro Smartphone | 1-inch Sensor | Macro Telephoto | Kunlun Glass | 100W | Smart AI Ponsel - Glazed Black,Rp12.999.000,5.0,Terjual 24,Kota Administrasi Jakarta Pusat,Huawei,Hp,Baru,Tokopedia
( NEW 2026 ) HUAWEI Mate X7  X 7 Smartphone | Ultra Thin and Durable | True-to-Color Camera | Ultra-long Battery Life | Smart AI - NEBULA RED,Rp27.088.000,5.0,Terjual 3,Kota Bandung,Huawei,Hp,Baru,Tokopedia
"Honor X6C 8/256GB Moonlight White Midnight Black Garansi Resmi 1 Tahun - 8/256GB, Midnight Black",Rp2.999.000,,,,Huawei,Hp,Baru,Tokopedia
HONOR X9C 5G Ram 12/256Gb -- Garansi Resmi,Rp4.999.000,,,Kota Denpasar,Huawei,Hp,Baru,Tokopedia
HUAWEI nova 14 Pro Smartphone I 12/512GB l True-to-Life Color Camera | 50 MP Front Dual Camera l Smart AI | 100W - Crystal Blue,Rp8.349.000,5.0,Terjual 15,Kota Administrasi Jakarta Barat,Huawei,Hp,Baru,Tokopedia
"HONOR 400 5G Smartphone RAM 12GB+512GB Layar 6.55"" AMOLED l 200MP Ultra-Clear AI Main Camera I Next-Gen AI Imaging Garansi Resmi - Blue, Simple",Rp6.999.000,,,,Huawei,Hp,Baru,Tokopedia
Honor X6C 6/256 GB Garansi Resmi - 6/256 Midnight Black,Rp3.124.000,,,Kota Administrasi Jakarta Pusat,Huawei,Hp,Baru,Tokopedia
HUAWEI NOVA 13 PRO [12/512 GB] GARANSI RESMI,Rp7.999.000,,,Kota Makassar,Huawei,Hp,Baru,Tokopedia
"(SPECIAL CREATOR) HUAWEI nova 14 Pro Smartphone l True-to-Life Color Camera | 50 MP Front Dual Camera l Smart AI | 100W - CRYSTAL BLUE, HEMAT",Rp8.450.000,5.0,Terjual 90+,Kota Medan,Huawei,Hp,Baru,Tokopedia
HONOR 400 Lite 5G (8GB RAM + 256GB ROM) – AI Camera Button & Ultra-Slim Design + Gift,Rp3.699.000,,,Kota Bandung,Huawei,Hp,Baru,Tokopedia
Huawei P20 Pro Ram 6/128 GB Second Original Termurah - Fullset,Rp2.404.999,5.0,Terjual 1,Kab. Bogor,Huawei,Hp,Baru,Tokopedia
HONOR 400 Lite 5G 8/256GB - Garansi Resmi Honor Indonesia - Gray,Rp3.899.000,,,,Huawei,Hp,Baru,Tokopedia
HUAWEI MATE 80 PRO 16/512 [GARANSI RESMI INDONESIA] - GOLD,Rp15.700.000,5.0,Terjual 2,Kab. Tangerang,Huawei,Hp,Baru,Tokopedia
"[Fs Milano] Huawei Mate 80 Pro 16/512GB Garansi Resmi - Only, Black",Rp16.499.000,,,,Huawei,Hp,Baru,Tokopedia
Huawai Nova 14 Pro Garansi Resmi Huawai - Crystal Blue,Rp9.250.000,,1 barang berhasil terjual,Kota Surabaya,Huawei,Hp,Baru,Tokopedia
"HUAWEI Pura 80 | True-to-Life XMAGE Camera | Kunlun Glass | 66W SuperCharge | Smart AI - Frosted Gold, Normal",Rp9.999.000,,,,Huawei,Hp,Baru,Tokopedia
Honor 400 Lite 5G 8/256GB 6.7 Inch Garansi Resmi - Green,Rp3.999.000,,,Kota Balikpapan,Huawei,Hp,Baru,Tokopedia
Huawei Pura 80 Ultra - Smartphone dengan Kamera Canggih dan Desain Elegan untuk Pengalaman Fotografi Terbaik,Rp9.000.000,,5 barang berhasil terjual,Kota Makassar,Huawei,Hp,Baru,Tokopedia
HONOR X9C [12/256 GB] GARANSI RESMI,Rp4.400.000,,,Kota Makassar,Huawei,Hp,Baru,Tokopedia
HUAWEI NOVA 13 PRO 12GB/512GB 60 MP Front Ultra Portrait Dual Camera GARANSI RESMI NASIONAL - Green,Rp7.999.000,,,,Huawei,Hp,Baru,Tokopedia
Handphone Huawei Nova 13 Pro | 12 GB + 512 GB | 60Mp Front Ultra Portrait Dual Camera | 100W Huawei Superchas,Rp6.999.000,,,Kota Yogyakarta,Huawei,Hp,Baru,Tokopedia
HUAWEI Mate 80 Pro Smartphone 16+512G l True-to-Colour Camera 2.0 l 2nd Gen Kunlun Glass l Smart AI | 100W - Gold,Rp16.799.000,5.0,Terjual 23,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
HUAWEI P30 LITE 6/128GB GARANSI RESMI HUAWEI INDONESIA - Putih,Rp2.989.000,5.0,Terjual 4,Kota Administrasi Jakarta Utara,Huawei,Hp,Baru,Tokopedia
HUAWEI nova 14 Pro Smartphone l True-to-Life Color Camera | 50 MP Front Dual Camera l Smart AI | 100W - Crystal Blue,Rp8.499.000,4.9,Terjual 100+,Kota Tangerang,Huawei,Hp,Baru,Tokopedia
"Huawei Mate 50 Pro 256GB ROM 12GB 7000 - 7999 mAh 7.3"" inc - Putih",Rp2.950.000,,,,Huawei,Hp,Baru,Tokopedia
ASUS ROG Xbox Ally RC73YA-Z2AA30A6W – White [AMD Ryzen Z2 A Processor / AMD Radeon Graphics / 16GB / 512GB / 7inch / WIN11],Rp10.196.010,5.0,Terjual 22,Kota Administrasi Jakarta Timur,Asus,Hp,Baru,Tokopedia
"TECNO SPARK GO14GB+4GB*+64,120Hz Display, T615+4.5G Network, 5000mAh+15W, IP54, Android 14 - putih",Rp500.000,,40+ barang berhasil terjual,Kota Administrasi Jakarta Utara,Asus,Hp,Baru,Tokopedia
Rogphone 6 garansi Indonesia 8/256,Rp4.500.000,,3 barang berhasil terjual,Kab. Karawang,Asus,Hp,Baru,Tokopedia
"ZTE NUBIA V80 Max 6GB/128GB 8GB/128GB - Garansi Resmi Nasional - Space Black, 6/128",Rp1.799.000,4.9,Terjual 500+,Kab. Deli Serdang,Asus,Hp,Baru,Tokopedia
"Infinix GT 50 Pro 5G 12/512GB Garansi Resmi - Gaming Phone - 12/256GB Black, Non Bundling",Rp6.476.000,4.9,Terjual 1 rb+,Kota Administrasi Jakarta Pusat,Asus,Hp,Baru,Tokopedia
HONOR 400 LITE 5G 8/256 GB GARANSI RESMI HONOR INDONESIA TERMURAH - Grey,Rp3.892.500,4.9,Terjual 29,Kota Surabaya,Asus,Hp,Baru,Tokopedia
"ASUS VIVOBOOK GO 14 E1404TA N150 8GB 256GB W11+OHS+M365B 14.0FHD IPS - NON BUNDLING, BLACK",Rp6.449.000,,4 barang berhasil terjual,Kota Administrasi Jakarta Utara,Asus,Hp,Baru,Tokopedia
ASUS ROG Xbox Ally RC73YA-Z2AA30A6W 90NV00G1-M000D0 - AMD RYZEN Z2 A/16GB/512GB/RDNA 3/TS 7.0 FHD/WIN11/GARDENIA WHITE,Rp9.998.010,5.0,Terjual 15,Kota Tangerang Selatan,Asus,Hp,Baru,Tokopedia
"ASUS VIVOBOOK GO 14 E1404FA RYZEN 3 7320U 8GB 512GB W11+OHS+M365B 14"" FHD - Black / 256GB, Tanpa Antigores",Rp7.499.000,,,,Asus,Hp,Baru,Tokopedia
Asus A1404VA-FHD3821M Blue i3 1315U Win11 OHS,Rp8.099.000,5.0,Terjual 19,Kota Surabaya,Asus,Hp,Baru,Tokopedia
"ASUS Vivobook Go 14 E1404FA-VIPS3822M [AMD Ryzen 3 7320U / AMD Radeon Graphics / 8GB / 256GB / 14inch / WIN11 / OHS24 / M365] - Mixed Black, Notebook",Rp9.404.010,5.0,Terjual 28,Kota Administrasi Jakarta Timur,Asus,Hp,Baru,Tokopedia
motorolla MOTO G45 5G RAM 8+8/256GB Garansi Resmi TAM,Rp1.500.000,,,,Asus,Hp,Baru,Tokopedia
"ASUS ROG FLOW Z13 GZ302EA Ryzen AI MAX+ 395 8060S 1TB SSD 32GB 2.5K WQXGA 100%sRGB 180Hz Touch Win11+OHS - TANPA_ANTIGORES, WINDOWS 11 HOME",Rp39.999.000,,,,Asus,Hp,Baru,Tokopedia
"ASUS ROG FLOW Z13 GZ302EA TOUCH RYZEN AI MAX+ 395 32/64GB 1TB 13.4"" 2.5K 180HZ W11 OHS - UNIT, DDR5 32GB",Rp36.999.000,3.8,Terjual 19,Kota Administrasi Jakarta Pusat,Asus,Hp,Baru,Tokopedia
Asus Rog Phone 6 Mlbb Exclusive Gift Box,Rp899.000,,,Kota Administrasi Jakarta Pusat,Asus,Hp,Baru,Tokopedia
Asus ROG FLOW Z13 GZ302EA TOUCH RYZEN AI MAX+ 395 32GB 1TB W11+OHS 13.4 2.5K 180HZ PEN 2IN1 BLK -RZA86N6G-HM - LAPTOP,Rp39.599.008,,,,Asus,Hp,Baru,Tokopedia
"Asus Rog Flow Z13 GZ302EA 2In1 Touch Amd Ryzen AI Max+ 395 Ram 64Gb 1Tbssd Win11+Ohs 13.4 2.5K 180Hz Black - Unit + Free AGP, Ram 32Gb/1Tbssd",Rp36.999.000,5.0,Terjual 3,Kota Bekasi,Asus,Hp,Baru,Tokopedia
Smartphones / ASUS ZenFone 6 Global Version 6.4 Inch FHD+ Full Screen,Rp12.254.000,,,Kota Administrasi Jakarta Barat,Asus,Hp,Baru,Tokopedia
ASUS Gamevice - ROG Phone,Rp998.000,5.0,Terjual 24,Kota Administrasi Jakarta Timur,Asus,Hp,Baru,Tokopedia
handphone asus padphone s lcd,Rp2.000.000,,1 barang berhasil terjual,Kota Bogor,Asus,Hp,Baru,Tokopedia
Zenfone Max Pro M1 - Hitam,Rp2.480.000,5.0,Terjual 2,Kota Tangerang,Asus,Hp,Baru,Tokopedia
"Asus ROG Flow Z13 GZ302EA Ryzen AI Max+ 395 32Gb/64Gb 1Tb 13.4"" WQXGA 180Hz TOUCH IPS - 32GB, NO PAKET, NO UPGRADE",Rp36.999.000,,,,Asus,Hp,Baru,Tokopedia
"Asus ROG Flow Z13 (2025) GZ302EA Ryzen AI MAX+ 395 32GB / 64GB 1TB W11+OHS 13.4 2.5K 180Hz -RZA86N6G-HM - 32GB / 1TB, Standard",Rp36.999.000,4.9,Terjual 70+,Kota Administrasi Jakarta Utara,Asus,Hp,Baru,Tokopedia
