nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,kategori,brand,platform
VIVO V23e,3.799.000,,,,Hp,Vivo,Bliblii
ViVO Y35 8+8 GB / 128 GB,3.399.000,,Terjual 4,,Hp,Vivo,Bliblii
VIVO V235G 12/128,5.500.000,,,,Hp,Vivo,Bliblii
VIVO V30e 8GB+128GB Brown NEW Garansi Resmi Indonesia,3.427.265,,,,Hp,Vivo,Bliblii
VIVO V70 FE 8GB+256GB Purple BNIB Garansi Resmi Indonesia,6.150.000,,,,Hp,Vivo,Bliblii
Vivo Y21D 4/128 GB Garansi Resmi,2.316.000,,,Kota Jakarta Pusat,Hp,Vivo,Bliblii
Vivo Y51 8/128 Bonus Tws Vivo Original Garansi resmi - Baru,3.299.000,5,Terjual 3,,Hp,Vivo,Bliblii
VIVO V40 Lite 5G 8GB+256GB Gold BNIB Garansi Resmi Indonesia,4.889.565,,,,Hp,Vivo,Bliblii
Vivo Y20S 8/128 100% Original Vivo - Baru,2.200.000,5,Terjual 6,,Hp,Vivo,Bliblii
Vivo Y21s 4GB+128GB [ Extended Ram 4GB+1GB ] Garansi Resmi Vivo 1,850.000,,,,Hp,Vivo,Bliblii
Vivo V70 FE,6.499.000,,,,Hp,Vivo,Bliblii
VIVO V50 Lite 4G 8GB+256GB Black BNIB Garansi Resmi Indonesia,4.053.965,,,,Hp,Vivo,Bliblii
VIVO Y16 4/32,1.805.000,,Terjual 16,,Hp,Vivo,Bliblii
Vivo Y05 4/64 GB I 4/128 GB Garansi Resmi,1.927.000,,,Kota Jakarta Pusat,Hp,Vivo,Bliblii
Vivo V27 5G 8/256,5.999.000,,Terjual 30,,Hp,Vivo,Bliblii
VIVO Y51A 8/128,3.399.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO Y53S,3.699.000,5,Terjual 2,,Hp,Vivo,Bliblii
VIVO Y53S NFC GARANSI RESMI,3.699.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO Y53S,3.700.000,,Terjual 1,,Hp,Vivo,Bliblii
Vivo V70 FE 4G 8/256 I 12/256 GB Garansi Resmi,6.164.000,,,Kota Jakarta Pusat,Hp,Vivo,Bliblii
Vivo V70 5G 12/256 GB Garansi Resmi,8.558.000,,,Kota Jakarta Pusat,Hp,Vivo,Bliblii
OPPO A17 RAM 4/64 GB | A17K 3/64 GB | A15 2/32 GB A55 4/64 GB | A15 3/32 GB GARANSI RESMI OPPO INDONESIA,4.459.800,,,,Hp,Vivo,Bliblii
VIVO Y400 8/128GB | 8/256GB GARANSI RESMI VIVO INDONESIA,3.079.000,,,,Hp,Vivo,Bliblii
Vivo X300 5G 12/256 GB Garansi Resmi,14.453.000,,,Kota Jakarta Pusat,Hp,Vivo,Bliblii
Vivo Y100 8GB/128GB,3.099.000,,,Kota Medan,Hp,Vivo,Bliblii
VIVO X60 8/128GB - 5G,7.999.000,,,,Hp,Vivo,Bliblii
VIVO V25 PRO 5G RAM 12/256GB GARANSI RESMI,8.999.000,,,,Hp,Vivo,Bliblii
VIVO V40 Lite 4G 8GB+128GB Silver BNIB Garansi Resmi Indonesia,3.139.767,,,,Hp,Vivo,Bliblii
VIVO V70 5G 12GB+256GB BNIB Garansi Resmi Indonesia,8.832.553,,,,Hp,Vivo,Bliblii
VIVO X300 5G 16/512 Blue BNIB Garansi Resmi Indonesia,16.170.165,,,,Hp,Vivo,Bliblii
VIVO V70 FE 8/256GB | 12/256GB | 8/512GB GARANSI RESMI VIVO INDONESIA,6.499.000,,,,Hp,Vivo,Bliblii
VIVO Y21d 4/128GB | 6/128GB | 8/128GB | 6/256GB GARANSI RESMI VIVO INDONESIA,2.329.000,,,,Hp,Vivo,Bliblii
VIVO X300 12/256GB | 16/512GB GARANSI RESMI VIVO INDONESIA,15.299.000,,,,Hp,Vivo,Bliblii
Vivo Y21A Y21 RAM 4GB+1GB Extended ROM 64GB AI Triple Camera 5000mAh Battery Garansi Resmi Indonesia,2.000.000,5,Terjual 99,,Hp,Vivo,Bliblii
Vivo X300 Pro 5G 16/512 GB Garansi Resmi,18.137.000,,,Kota Jakarta Pusat,Hp,Vivo,Bliblii
HP VIVO Y03 4/64GB,1.286.000,,,,Hp,Vivo,Bliblii
HP VIVO Y28 8/256GB,2.969.000,,,,Hp,Vivo,Bliblii
HP VIVO Y15S 3/32,1.780.000,,,,Hp,Vivo,Bliblii
HP VIVO Y03 4/128GB,1.484.000,,,,Hp,Vivo,Bliblii
HP VIVO Y28 8/128GB,2.573.000,,,,Hp,Vivo,Bliblii
HP VIVO Y100 4G 8/256GB,3.660.000,,,,Hp,Vivo,Bliblii
HP VIVO2 Y28 6/128GB,2.375.000,,,,Hp,Vivo,Bliblii
HP VIVO2 Y28 6/128GB,2.375.000,,,,Hp,Vivo,Bliblii
HP VIVO Y100 4G 8/128GB,3.365.000,,,,Hp,Vivo,Bliblii
VIVO V23e Smartphone [8+4GB/ 128GB],3.799.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO V27E SERIES RAM8/256GB SMARTPHONE HANDPHONE,4.299.000,,,,Hp,Vivo,Bliblii
Vivo Y21 (4/64GB) Smartphone,2.099.000,5,Terjual 3,,Hp,Vivo,Bliblii
Vivo Y21/Y21A 4/64 Garansi resmi 100% vivo,1.999.999,5,Terjual 3,,Hp,Vivo,Bliblii
VIVO SMARTPHONE VIVO Y16 3/32 - VIVO SMARTPHONE VIVO Y16 3/32,1.799.000,,,,Hp,Vivo,Bliblii
VIVO V19 Smartphone [8 GB/ 128 GB],4.010.000,,,,Hp,Vivo,Bliblii
VIVO V17 Pro Smartphone [128 GB/ 8 GB],4.695.000,,,,Hp,Vivo,Bliblii
Vivo Y1s 2GB/32GB Smartphone Garansi Resmi 1 Tahun,1.499.000,,,,Hp,Vivo,Bliblii
VIVO Y67 4GB / 64GB BERGARANSI,899.000,,,,Hp,Vivo,Bliblii
HP VIVO Y400 8/128GB,3.499.000,5,Terjual 107,Kab. Kudus & kota lainnya,Hp,Vivo,Bliblii
HP VIVO Y400 8/256GB,3.899.000,5,Terjual 85,Kab. Kudus & kota lainnya,Hp,Vivo,Bliblii
HP VIVO Y21D 6/256GB,3.199.000,5,Terjual 45,Kab. Purworejo & kota lainnya,Hp,Vivo,Bliblii
HP VIVO V70FE 8/256GB,6.499.000,,Terjual 11,Kab. Purworejo & kota lainnya,Hp,Vivo,Bliblii
HP VIVO Y21D 8/128GB,2.999.000,5,Terjual 61,Kab. Purworejo & kota lainnya,Hp,Vivo,Bliblii
HP VIVO V60 5G 12/256GB,7.499.000,5,Terjual 8,Kab. Kudus & kota lainnya,Hp,Vivo,Bliblii
HP VIVO Y31D PRO 8/256GB,5.499.000,,,Kab. Purworejo & kota lainnya,Hp,Vivo,Bliblii
HP VIVO Y31D PRO 8/128GB,4.899.000,,,Kab. Purworejo & kota lainnya,Hp,Vivo,Bliblii
HP VIVO V70 5G 12/256GB,8.999.000,,Terjual 9,Kab. Purworejo & kota lainnya,Hp,Vivo,Bliblii
HP VIVO V60 5G 8/256GB,6.999.000,5,Terjual 18,Kab. Kudus & kota lainnya,Hp,Vivo,Bliblii
HP VIVO V60 5G 12/512GB,8.499.000,,Terjual 2,Kab. Kudus & kota lainnya,Hp,Vivo,Bliblii
HP VIVO V70 5G 12/512GB,10.999.000,,,Kab. Purworejo & kota lainnya,Hp,Vivo,Bliblii
HP VIVO Y31D PRO 6/128GB,4.299.000,,Terjual 1,Kab. Purworejo & kota lainnya,Hp,Vivo,Bliblii
VIVO SMARTPHONE VIVO Y16 4/128 - VIVO SMARTPHONE VIVO Y16 4/128,1.799.000,,Terjual 3,,Hp,Vivo,Bliblii
SMARTPHONE VIVO Y02 3/32 Garansi Resmi,1.199.000,,Terjual 8,,Hp,Vivo,Bliblii
VIVO SMARTPHONE VIVO Y27 6/128 - VIVO Y27 6/128,2.299.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO SMARTPHONE VIVO Y27 5G 6/128 - VIVO Y27 5G 6/128,2.799.000,,Terjual 6,,Hp,Vivo,Bliblii
VIVO SMARTPHONE VIVO Y36 4G 8/256 - VIVO Y36 4G 8/256,3.199.000,,Terjual 3,,Hp,Vivo,Bliblii
VIVO SMARTPHONE VIVO Y36 5G 8/256 - VIVO Y36 5G 8/256,3.499.000,,Terjual 1,,Hp,Vivo,Bliblii
HP VIVO Y15s 3/32,1.800.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO V15 Smartphone [64GB/ 6GB],4.100.000,5,Terjual 19,Kota Medan,Hp,Vivo,Bliblii
VIVO Y91 Smartphone [32 GB/ 2 GB],1.880.000,5,Terjual 17,Kota Medan,Hp,Vivo,Bliblii
VIVO V11 Smartphone [64 GB/ 6 GB],4.895.000,5,Terjual 8,Kota Medan,Hp,Vivo,Bliblii
Vivo V11 Smartphone [64GB/ 6GB] Nebula Purple,4.000.000,5,Terjual 5,Kota Medan,Hp,Vivo,Bliblii
Vivo Y17s Smartphone [4GB/128GB],1.680.000,5,Terjual 7,Kota Batam,Hp,Vivo,Bliblii
Vivo Y17s Smartphone [4GB/64GB],1.450.000,5,Terjual 18,Kota Batam,Hp,Vivo,Bliblii
Vivo V15 Pro Smartphone [128 GB/ 6 GB],5.471.040,5,Terjual 20,Kota Medan,Hp,Vivo,Bliblii
VIvo Y51 8/128gb smartphone,3.528.000,,,Kota Medan,Hp,Vivo,Bliblii
Vivo Y27 6/128GB,1.999.000,5,Terjual 2,Kota Batam,Hp,Vivo,Bliblii
VIVO V9 Smartphone - Gold,10.000.000,,,,Hp,Vivo,Bliblii
VIVO Y93 Smartphone [32GB/ 3GB],1.999.000,5,Terjual 18,,Hp,Vivo,Bliblii
VIVO Y50 Smartphone (8/128GB),3.299.000,,,,Hp,Vivo,Bliblii
VIVO Y17 Smartphone [128 GB/ 4 GB],2.599.000,,Terjual 5,,Hp,Vivo,Bliblii
VIVO Y17 Smartphone [128GB/ 4GB],2.999.000,5,Terjual 6,,Hp,Vivo,Bliblii
VIVO V19 Smartphone [8GB/256GB],1.999.000,,,,Hp,Vivo,Bliblii
VIVO Y95 Smartphone [64GB/ 4GB],2.410.000,,Terjual 2,,Hp,Vivo,Bliblii
VIVO V19 Smartphone [8 GB/ 128 GB],4.299.000,,,,Hp,Vivo,Bliblii
VIVO Y15 Smartphone [64 GB/ 4 GB],2.499.000,,,,Hp,Vivo,Bliblii
VIVO Y50 Smartphone Android [RAM 8/ ROM 128],3.499.000,,,,Hp,Vivo,Bliblii
VIVO S1 Smartphone [128GB/ 4GB],2.999.000,,,,Hp,Vivo,Bliblii
Vivo Y30 Smartphone [128GB/6GB],3.099.000,,,,Hp,Vivo,Bliblii
VIVO Y30 Smartphone [4 GB/ 128 GB],3.199.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO V20 Smartphone [128 GB/ 8 GB],4.999.000,,,,Hp,Vivo,Bliblii
VIVO Y12 Smartphone [32 GB / 3 GB],1.999.000,,Terjual 3,,Hp,Vivo,Bliblii
Vivo S1 Pro Smartphone [8GB/ 128GB],4.500.000,"4,6",Terjual 8,,Hp,Vivo,Bliblii
Vivo S1 Pro Smartphone [8GB/ 128GB],3.699.000,,,,Hp,Vivo,Bliblii
VIVO Y91C Smartphone [32 GB/ 2 GB],1.699.000,5,Terjual 3,,Hp,Vivo,Bliblii
Vivo Y27s Smartphone [8GB/256GB],2.785.005,,,,Hp,Vivo,Bliblii
VIVO Y1s Smartphone [2GB/32GB],1.699.000,,,,Hp,Vivo,Bliblii
VIVO Z1 Pro Smartphone [128GB/6GB],3.499.000,,Terjual 2,,Hp,Vivo,Bliblii
VIVO Y19 New Smartphone [128GB/6GB],3.199.000,5,Terjual 2,,Hp,Vivo,Bliblii
Vivo Y17s Smartphone [4GB/64GB],1.392.005,,,,Hp,Vivo,Bliblii
VIVO Y91C Smartphone [32 GB/ 2 GB],1.699.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO Y20s Smartphone [8GB/128GB],3.099.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO V20 SE Smartphone [128 GB/ 8 GB],3.999.000,,,,Hp,Vivo,Bliblii
VIVO V15 Smartphone [64GB/ 6GB] - Blue,4.099.000,,Terjual 2,,Hp,Vivo,Bliblii
VIVO V17 Pro Smartphone [128 GB/ 8 GB],5.699.000,,,,Hp,Vivo,Bliblii
PROMO Vivo Y03 Smartphone [4GB+4GB/128GB] + FREE EXCLUSIVE HEADSET REXI New Garansi Resmi,1.499.000,,,,Hp,Vivo,Bliblii
Vivo Y12s 3/32gb smartphone,1.999.000,,,,Hp,Vivo,Bliblii
VIVO V21 5G Smartphone [8GB/128GB],4.500.000,,,,Hp,Vivo,Bliblii
Vivo V30 5G Smartphone [8GB/256GB],5.969.005,,,,Hp,Vivo,Bliblii
Vivo V30 5G Smartphone [12GB/512GB],6.999.000,,,,Hp,Vivo,Bliblii
Official Vivo V27E 8/256GB 12/256GB Smartphone Android,4.299.000,,,,Hp,Vivo,Bliblii
Official Vivo Y35 8+8/128GB 44W FlashCharge Smartphone Android,3.399.000,,,,Hp,Vivo,Bliblii
Official Vivo Y22 4/64GB 6/128GB Camera G85 Gaming Processore Smartphone Android,2.299.000,,,,Hp,Vivo,Bliblii
Official Vivo V25E 12+8/128GB 12+8/256GB 44W FlashCharge Smartphone Android,3.999.000,,,,Hp,Vivo,Bliblii
VIVO Y53S,1.025.000,5,Terjual 9,,Hp,Vivo,Bliblii
Vivo Y16 4/128GB,1.999.000,,,,Hp,Vivo,Bliblii
Akan hadir,,5,Terjual 62,,Hp,Vivo,Bliblii
Akan hadir,,,Terjual 42,,Hp,Vivo,Bliblii
Akan hadir,,,Terjual 29,,Hp,Vivo,Bliblii
Akan hadir,,,Terjual 88,,Hp,Vivo,Bliblii
Akan hadir,,,,,Hp,Vivo,Bliblii
Akan hadir,,5,Terjual 72,,Hp,Vivo,Bliblii
Akan hadir,,,Terjual 75,,Hp,Vivo,Bliblii
Akan hadir,,,,,Hp,Vivo,Bliblii
Akan hadir,,,Terjual 38,,Hp,Vivo,Bliblii
Akan hadir,,,,,Hp,Vivo,Bliblii
Akan hadir,,,Terjual 221,,Hp,Vivo,Bliblii
Akan hadir,,5,Terjual 48,,Hp,Vivo,Bliblii
Akan hadir,,,Terjual 31,,Hp,Vivo,Bliblii
Akan hadir,,,Terjual 53,,Hp,Vivo,Bliblii
Akan hadir,,,Terjual 2,,Hp,Vivo,Bliblii
Akan hadir,,,,,Hp,Vivo,Bliblii
Vivo Y35 Smartphone RAM 8+8/128GB,3.399.000,,,Kota Surabaya,Hp,Vivo,Bliblii
HP VIVO Y28 8/128GB,2.199.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y29 8/256GB,2.849.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y29 6/128GB,2.349.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y28 8/128GB,2.499.000,5,Terjual 1,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y29 8/128GB,2.549.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y19S 4/64GB,1.499.000,5,Terjual 2,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y19S 4/128GB,1.699.000,,Terjual 1,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y19S 6/128GB,1.899.000,5,Terjual 5,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y04S 4/128GB,1.699.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y04S 4/64GB,1.549.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO V50 LITE 8/256GB,3.499.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO V2333 Y18 4/128GB,1.619.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y19S PRO 4/128GB,1.799.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO V50 5G 12/512GB,6.999.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y19S PRO 6/128GB,1.999.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO V50 5G 12/256GB,6.999.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y19S PRO 4/64GB,1.599.000,,Terjual 1,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO V60 Lite 4G 8/256GB,5.299.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO V40 LITE 5G 8/256GB,4.199.000,,Terjual 1,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y28 Ram 8GB Internal 256GB Garansi Resmi,2.999.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
Hp Vivo Y28 Ram 6GB Internakl 128GB Garansi Resmi,2.399.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
Hp Vivo Y28 Ram 8GB Internal 128GB Garansi Resmi,2.599.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
Hp Vivo Y16 Ram 4GB Internal 128GB Garansi Resmi,1.999.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
Hp Vivo Y28 Ram 8GB Internal 128GB Garansi Resmi,2.599.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
Hp Vivo Y36 Ram 8GB Internal 256GB Garansi Resmi,3.199.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
Smartphone Vivo Y11 Ram 2 Rom 32,1.315.000,5,Terjual 5,,Hp,Vivo,Bliblii
Smartphone Vivo Y51 Ram 8 Rom 128 GB,1.589.000,"4,6",Terjual 23,,Hp,Vivo,Bliblii
Hp Vivo Y36 5G Ram 8GB Internal 256GB garansi Resmi,3.499.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
Smartphone Vivo Y20 Ram 3 Rom 64GB,1.039.000,"4,8",Terjual 27,,Hp,Vivo,Bliblii
Smartphone Vivo Y30 Ram 4 Rom 128GB,1.989.000,"4,2",Terjual 21,,Hp,Vivo,Bliblii
Smartphone Vivo Y12 Ram 3 Rom 32GB,1.489.000,,Terjual 1,,Hp,Vivo,Bliblii
Smartphone Vivo X50 Ram 8 Rom 128GB,4.589.000,,,,Hp,Vivo,Bliblii
Smartphone Vivo Y20s Ram 8 Rom 128GB,2.189.000,"4,8",Terjual 35,,Hp,Vivo,Bliblii
Smartphone Vivo Y30i Ram 4 Rom 64GB,1.989.000,"4,9",Terjual 36,,Hp,Vivo,Bliblii
Smartphone Vivo Y12i Ram 3 Rom 32GB,1.415.000,5,Terjual 25,,Hp,Vivo,Bliblii
Smartphone Vivo Y20 2021 Ram 4 Rom 64GB,1.589.000,5,Terjual 5,,Hp,Vivo,Bliblii
Hp Vivo Y19s Pro Ram 4GB Internal 128GB Garansi Resmi,1.899.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
Smartphone Vivo V20 2021 Ram 8 Rom 128GB,4.599.000,,,,Hp,Vivo,Bliblii
Hp Vivo Y16 Ram 4GB [Extented Ram 4GB] Internal 32GB Garansi Resmi,1.999.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
SmartPhone Vivo v20se ram 8 rom 128,2.989.000,"4,9",Terjual 20,,Hp,Vivo,Bliblii
SmartPhone Vivo V19 Ram 8 Rom 128 GB,2.840.000,,Terjual 1,,Hp,Vivo,Bliblii
SmartPhone Vivo Y50 Ram 8 Rom 128GB,2.640.000,"4,8",Terjual 10,,Hp,Vivo,Bliblii
SmartPHone Vivo Y1s Ram 2 Rom 32GB,900.000,,Terjual 1,,Hp,Vivo,Bliblii
SmartPhone Vivo Y53s Ram 8+3 Rom 128GB,1.789.000,5,Terjual 4,,Hp,Vivo,Bliblii
SmartPhone Vivo Y20s [G] Ram 4Gb Rom128Gb,1.640.000,5,Terjual 22,,Hp,Vivo,Bliblii
VIVO Y20 SMARTPHONE 4/64GB,2.200.000,,Terjual 8,,Hp,Vivo,Bliblii
VIVO Y50 Smartphone [8 GB/ 128 GB],3.499.000,5,Terjual 1,,Hp,Vivo,Bliblii
VIVO Y51 Smartphone [8GB/ 128GB],3.600.000,,Terjual 4,,Hp,Vivo,Bliblii
VIVO V19 Smartphone [8 GB/ 128 GB],3.700.000,,Terjual 13,,Hp,Vivo,Bliblii
VIVO S1 Smartphone [128GB/ 4GB],2.999.000,5,Terjual 13,,Hp,Vivo,Bliblii
VIVO Y20 Smartphone [3GB/ 64GB],2.199.000,5,Terjual 2,,Hp,Vivo,Bliblii
VIVO Y50 Smartphone [8 GB/ 128 GB],3.299.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO V19 Smartphone [8 GB/ 128 GB],4.199.000,,,,Hp,Vivo,Bliblii
VIVO V19 Smartphone [8GB/256GB],4.899.000,,,,Hp,Vivo,Bliblii
VIVO Y15 Smartphone [4 GB/ 64 GB] MERAH,2.499.000,,,,Hp,Vivo,Bliblii
VIVO Y19 Smartphone [128 GB/ 6 GB],2.999.000,,,,Hp,Vivo,Bliblii
VIVO Y91C Smartphone  Sunset Red,700.000,,Terjual 23,,Hp,Vivo,Bliblii
VIVO Y33S HANDPHONE RAM 8/128,3.050.000,,,,Hp,Vivo,Bliblii
VIVO Y20s Smartphone [6GB/ 128GB],2.799.000,,Terjual 6,,Hp,Vivo,Bliblii
VIVO Y30 SMartphone [4GB/128GB/ Garansi Resmi],2.600.000,,Terjual 13,,Hp,Vivo,Bliblii
VIVO X60 PRO Smartphone [12GB/ 256GB],10.000.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO Y30 SMartphone [4GB/128GB/ Garansi Resmi],2.599.000,,,,Hp,Vivo,Bliblii
VIVO y12i Smartphone [3GB/ 32GB],1.899.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO Y75 SMARTPHONE 8/128,3.678.000,,,,Hp,Vivo,Bliblii
VIVO V21 5G Smartphone [8GB/128GB],4.399.000,,Terjual 22,,Hp,Vivo,Bliblii
VIVO V21 4G Smartphone [8GB - 256GB],4.999.000,,Terjual 23,,Hp,Vivo,Bliblii
VIVO V21 5G Smartphone [8GB/128GB],5.799.000,,Terjual 8,,Hp,Vivo,Bliblii
VIVO Y12s 2021 Smartphone [3GB/ 32GB],1.799.000,,Terjual 18,,Hp,Vivo,Bliblii
VIVO Y15S HANDPHONE RAM 3/32,1.700.000,,,,Hp,Vivo,Bliblii
Vivo X60 Pro 5G Smartphone - [ Ram 12GB / Rom 256GB ] - Garansi Resmi,9.999.000,,,,Hp,Vivo,Bliblii
vivo y04s 4/128,1.600.000,,,,Hp,Vivo,Bliblii
VIVO Y51A 8/128,3.399.000,,Terjual 43,,Hp,Vivo,Bliblii
Vivo Y20S 8/128 100% Original Vivo - Baru,3.000.000,,Terjual 4,,Hp,Vivo,Bliblii
Handphone VIVO V50 5G 12/256 RAM 12 ROM 256 GB HP Android Garansi,6.810.000,,,Kota Jakarta Pusat,Hp,Vivo,Bliblii
VIVO Y20 2021 ram 4GB,2.399.000,5,Terjual 9,,Hp,Vivo,Bliblii
VIVO Y33S 8/128 GB Smartphone Android Original Garansi Resmi,3.299.000,,,,Hp,Vivo,Bliblii
Handphone Vivo Y28 6/128GB 8/128GB 8/256GB RAM 6 8 ROM 128 256 GB Smartphone Android Garansi,2.585.000,,Terjual 1,Kota Jakarta Pusat,Hp,Vivo,Bliblii
Handphone VIVO Y18 4/64 4/128 6/128 GB RAM 4GB 6GB ROM 64GB 128GB Smartphone Android,1.796.000,,,Kota Jakarta Pusat,Hp,Vivo,Bliblii
HP VIVO Y21 4/64GB {GARANSI RESMI},1.500.000,,Terjual 51,,Hp,Vivo,Bliblii
VIVO Y33s Smartphone [8+4GB/ 128GB/D],3.399.000,5,Terjual 4,Kota Jakarta Timur,Hp,Vivo,Bliblii
HP Vivo V19 [8GB/ 128GB] Artic Blue,3.686.999,5,Terjual 12,,Hp,Vivo,Bliblii
VIVO Y100 8/128 8/256 GB 8GB 128GB 256GB Smartphone HP Garansi Resmi,2.899.000,5,Terjual 10,Kota Jakarta Pusat,Hp,Vivo,Bliblii
handphone vivo y04s ram 4 Gb new garansi resmi,1.499.000,,Terjual 4,,Hp,Vivo,Bliblii
hp vivo v15 8/256,1.600.000,5,Terjual 3,Kota Batam,Hp,Vivo,Bliblii
hp vivo y93 6/128,899.000,"4,7",Terjual 18,Kota Batam,Hp,Vivo,Bliblii
HP VIVO Y400 8/128GB,3.499.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y05 4/64GB,1.899.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO Y21D 6/256GB,3.199.000,,,Kota Cirebon,Hp,Vivo,Bliblii
Vivo Y21D Ram 4/128I 6/128GB I 6/256GB I 8/128GB Segel Original,1.989.000,,,,Hp,Vivo,Bliblii
HP VIVO Y21D 6/128GB,2.799.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO V70 5G 12/256GB,8.999.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO V50 LITE 5G 12/512GB,5.199.000,,,Kota Cirebon,Hp,Vivo,Bliblii
HP VIVO V70 Ram 12GB Internal 256GB Garansi Resmi,9.299.000,,,Kota Pekanbaru,Hp,Vivo,Bliblii
VIVO SMARTPHONE VIVO Y16 3/32 - VIVO SMARTPHONE VIVO Y16 3/32,1.350.000,,,,Hp,Vivo,Bliblii
VIVO SMARTPHONE Y01 2/32 - VIVO SMARTPHONE Y01 2/32,1.500.000,,Terjual 2,,Hp,Vivo,Bliblii
Vivo Y30 Smartphone [128GB-4GB],2.599.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO V15 Smartphone [64GB/ 6GB],3.999.000,,,,Hp,Vivo,Bliblii
VIVO Y51 Smartphone [8GB/ 128GB],3.399.000,,,,Hp,Vivo,Bliblii
VIVO Y50 Smartphone [8 GB/ 128 GB],3.299.000,,Terjual 37,,Hp,Vivo,Bliblii
VIVO V19 Smartphone [8 GB/ 128 GB],3.700.000,,,,Hp,Vivo,Bliblii
VIVO V19 Smartphone [8 GB/ 128 GB],3.999.000,,,,Hp,Vivo,Bliblii
VIVO Y91C Smartphone  Sunset Red,1.699.000,,,,Hp,Vivo,Bliblii
VIVO SMARTPHONE Y15S RAM 3/32GB - VIVO Y15S 3/32GB,1.699.000,5,Terjual 23,,Hp,Vivo,Bliblii
vivo Y30i Smartphone [4GB/ 64GB],2.499.000,,,,Hp,Vivo,Bliblii
VIVO V23e Smartphone [8+4GB/ 128GB],3.400.000,,,,Hp,Vivo,Bliblii
HP Vivo Y11d | 6500 mAh | IP65 Dust & Water Resistance | Origin OS | 1200 Nits 120 Hz Refresh Rate,2.556.000,,,Kota Bandung,Hp,Vivo,Bliblii
Vivo V25 5G 8/256GB Smartphone garansi resmi vivo,5.499.999,,,,Hp,Vivo,Bliblii
VIVO V21 5G Smartphone [8GB/128GB],4.999.000,,,,Hp,Vivo,Bliblii
Vivo Y28 8/128GB Garansi Resmi,2.350.000,,,,Hp,Vivo,Bliblii
VIVO Y29 8/128,2.599.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO Y29 8/256,2.899.000,,,,Hp,Vivo,Bliblii
Vivo X80 Ram 12 Rom 256GB,7.989.000,,,,Hp,Vivo,Bliblii
VIVO Y04S 4/64,1.549.000,,,,Hp,Vivo,Bliblii
VIVO Y19S PRO 4/128,1.799.000,,Terjual 1,,Hp,Vivo,Bliblii
VIVO V70FE 5G 200MP OIS MAIN CAMERA - AI TRAVEL POTRAIT - 7000 MAH + FLASHCHARGING 90WATT,6.499.000,,,,Hp,Vivo,Bliblii
Vivo Y19s Ram 4GB Rom 128GB,1.489.000,,Terjual 2,,Hp,Vivo,Bliblii
Vivo Y28 Ram 6GB Rom 128GB,1.715.000,,,,Hp,Vivo,Bliblii
